uniprot_id,gene,protein,description,feature_id,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
O96000,NDUFB10,NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,0,0,24.295585635686486,NA,NA,NA,NA,Complete,TRUE,NA
Q9NX14,NDUFB11,NDUBB_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUFB11,0,0,21.256594883141975,NA,NA,NA,NA,Complete,TRUE,NA
O43676,NDUFB3,NDUB3_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,NDUFB3,0,0,23.687789167574895,NA,NA,NA,NA,Complete,TRUE,NA
O95168,NDUFB4,NDUB4_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,0,0,23.39347371873658,NA,NA,NA,NA,Complete,TRUE,NA
O43674,NDUFB5,NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,9,20,21.6671166591833,0,0,0,0,MAR,TRUE,NA
O95139,NDUFB6,NDUB6_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,0,0,22.21532853114483,NA,NA,NA,NA,Complete,TRUE,NA
P17568,NDUFB7,NDUB7_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUFB7,0,0,21.650635681094965,NA,NA,NA,NA,Complete,TRUE,NA
O95169,NDUFB8,NDUB8_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUFB8,0,0,20.21205779700665,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y6M9,NDUFB9,NDUB9_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,0,0,22.13931143604378,NA,NA,NA,NA,Complete,TRUE,NA
O95298,NDUFC2,NDUC2_HUMAN,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUFC2,0,0,21.962818211342952,NA,NA,NA,NA,Complete,TRUE,NA
P28331,NDUFS1,NDUS1_HUMAN,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,0,0,25.00999882698311,NA,NA,NA,NA,Complete,TRUE,NA
O75306,NDUFS2,NDUS2_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUFS2,0,0,23.44973035421891,NA,NA,NA,NA,Complete,TRUE,NA
O75489,NDUFS3,NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,0,0,23.83859636015226,NA,NA,NA,NA,Complete,TRUE,NA
O43181,NDUFS4,NDUS4_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUFS4,0,0,19.914039454889952,NA,NA,NA,NA,Complete,TRUE,NA
O43920,NDUFS5,NDUS5_HUMAN,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUFS5,0,0,22.055868078049006,NA,NA,NA,NA,Complete,TRUE,NA
O75380,NDUFS6,NDUS6_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUFS6,0,0,23.545296508682796,NA,NA,NA,NA,Complete,TRUE,NA
O75251,NDUFS7,NDUS7_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUFS7,0,0,22.8515601405837,NA,NA,NA,NA,Complete,TRUE,NA
O00217,NDUFS8,NDUS8_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,0,0,22.296890742981354,NA,NA,NA,NA,Complete,TRUE,NA
P49821,NDUFV1,NDUV1_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,0,0,23.373893522310468,NA,NA,NA,NA,Complete,TRUE,NA
P19404,NDUFV2,NDUV2_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,0,0,24.762981222703488,NA,NA,NA,NA,Complete,TRUE,NA
P56181,NDUFV3,NDUV3_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUFV3,1,2.2222222222222223,18.489349265750295,0,0,0,0,MAR,TRUE,NA
P20929,NEB,NEBU_HUMAN,Nebulin,NEB,0,0,23.477774580892508,NA,NA,NA,NA,Complete,TRUE,NA
Q15843,NEDD8,NEDD8_HUMAN,NEDD8,NEDD8,0,0,22.141416778321734,NA,NA,NA,NA,Complete,TRUE,NA
Q8TDX7,NEK7,NEK7_HUMAN,Serine/threonine-protein kinase Nek7,NEK7,0,0,20.58168956624565,NA,NA,NA,NA,Complete,TRUE,NA
Q0ZGT2,NEXN,NEXN_HUMAN,Nexilin,NEXN,7,15.555555555555555,18.533148925173183,0,0,0,0,MAR,TRUE,NA
Q9UMS0,NFU1,NFU1_HUMAN,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",NFU1,6,13.333333333333334,17.63192625943668,0,1,1,2,MNAR,TRUE,0.7666166916541729
Q96IV0,NGLY1,NGLY1_HUMAN,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,NGLY1,28,62.22222222222222,17.63461155244397,1,1,1,3,MNAR,FALSE,0.08445777111444278
Q8NBF2,NHLRC2,NHLC2_HUMAN,NHL repeat-containing protein 2,NHLRC2,1,2.2222222222222223,19.31122674707004,0,0,0,0,MAR,TRUE,NA
Q9BZQ8,NIBAN1,NIBA1_HUMAN,Protein Niban 1,NIBAN1,0,0,19.932463076714328,NA,NA,NA,NA,Complete,TRUE,NA
P14543,NID1,NID1_HUMAN,Nidogen-1,NID1,25,55.55555555555556,19.039704442194655,1,0,1,2,MNAR,FALSE,0.7171414292853573
Q9GZT8,NIF3L1,NIF3L_HUMAN,NIF3-like protein 1,NIF3L1,1,2.2222222222222223,20.647709864254903,0,0,0,0,MAR,TRUE,NA
O75323,NIPSNAP2,NIPS2_HUMAN,Protein NipSnap homolog 2,NIPSNAP2,0,0,24.611602741046,NA,NA,NA,NA,Complete,TRUE,NA
Q9UFN0,NIPSNAP3A,NPS3A_HUMAN,Protein NipSnap homolog 3A,NIPSNAP3A,1,2.2222222222222223,21.094314692025325,0,0,0,0,MAR,TRUE,NA
Q9BS92,NIPSNAP3B,NPS3B_HUMAN,Protein NipSnap homolog 3B,NIPSNAP3B,0,0,22.506311084009607,NA,NA,NA,NA,Complete,TRUE,NA
Q86X76,NIT1,NIT1_HUMAN,Deaminated glutathione amidase,NIT1,1,2.2222222222222223,19.193251123406707,0,0,0,0,MAR,TRUE,NA
Q9NQR4,NIT2,NIT2_HUMAN,Omega-amidase NIT2,NIT2,0,0,20.431894389764985,NA,NA,NA,NA,Complete,TRUE,NA
Q9BYT8,NLN,NEUL_HUMAN,"Neurolysin, mitochondrial",NLN,32,71.11111111111111,18.685120441444806,1,0,1,2,MNAR,FALSE,0.018490754622688656
Q86UT6,NLRX1,NLRX1_HUMAN,NLR family member X1,NLRX1,4,8.88888888888889,17.871320100114787,0,1,0,1,MAR,TRUE,NA
P15531,NME1,NDKA_HUMAN,Nucleoside diphosphate kinase A,NME1,0,0,20.066676890372037,NA,NA,NA,NA,Complete,TRUE,NA
P22392,NME2,NDKB_HUMAN,Nucleoside diphosphate kinase B,NME2,0,0,23.721307950754902,NA,NA,NA,NA,Complete,TRUE,NA
P30419,NMT1,NMT1_HUMAN,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,8,17.77777777777778,19.12860165756709,0,0,0,0,MAR,TRUE,NA
P40261,NNMT,NNMT_HUMAN,Nicotinamide N-methyltransferase,NNMT,32,71.11111111111111,18.774147563760398,1,0,1,2,MNAR,FALSE,0.04047976011994003
Q13423,NNT,NNTM_HUMAN,"NAD(P) transhydrogenase, mitochondrial",NNT,0,0,25.30636193629851,NA,NA,NA,NA,Complete,TRUE,NA
O60936,NOL3,NOL3_HUMAN,Nucleolar protein 3,NOL3,0,0,21.450650356727387,NA,NA,NA,NA,Complete,TRUE,NA
Q15233,NONO,NONO_HUMAN,Non-POU domain-containing octamer-binding protein,NONO,25,55.55555555555556,21.416135137561255,1,0,0,1,MAR,FALSE,NA
P61916,NPC2,NPC2_HUMAN,NPC intracellular cholesterol transporter 2,NPC2,26,57.77777777777777,18.32672340672909,1,1,1,3,MNAR,FALSE,0.7286356821589205
Q8NDH3,NPEPL1,PEPL1_HUMAN,Probable aminopeptidase NPEPL1,NPEPL1,1,2.2222222222222223,20.94438436522205,0,0,0,0,MAR,TRUE,NA
P55786,NPEPPS,PSA_HUMAN,Puromycin-sensitive aminopeptidase,NPEPPS,0,0,24.44677466321838,NA,NA,NA,NA,Complete,TRUE,NA
Q8TAT6,NPLOC4,NPL4_HUMAN,Nuclear protein localization protein 4 homolog,NPLOC4,0,0,19.848262459819594,NA,NA,NA,NA,Complete,TRUE,NA
P06748,NPM1,NPM_HUMAN,Nucleophosmin,NPM1,0,0,20.79655217833471,NA,NA,NA,NA,Complete,TRUE,NA
P16083,NQO2,NQO2_HUMAN,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,11,24.444444444444443,21.140609499661917,0,0,0,0,MAR,TRUE,NA
Q86VF7,NRAP,NRAP_HUMAN,Nebulin-related-anchoring protein,NRAP,0,0,21.057190520685303,NA,NA,NA,NA,Complete,TRUE,NA
P46459,NSF,NSF_HUMAN,Vesicle-fusing ATPase,NSF,0,0,20.576891688699398,NA,NA,NA,NA,Complete,TRUE,NA
Q9UNZ2,NSFL1C,NSF1C_HUMAN,NSFL1 cofactor p47,NSFL1C,0,0,22.106538249516284,NA,NA,NA,NA,Complete,TRUE,NA
Q8TCD5,NT5C,NT5C_HUMAN,"5'(3')-deoxyribonucleotidase, cytosolic type",NT5C,1,2.2222222222222223,20.353043727613063,0,0,0,0,MAR,TRUE,NA
Q9BXI3,NT5C1A,5NT1A_HUMAN,Cytosolic 5'-nucleotidase 1A,NT5C1A,0,0,21.455160775365506,NA,NA,NA,NA,Complete,TRUE,NA
P49902,NT5C2,5NTC_HUMAN,Cytosolic purine 5'-nucleotidase,NT5C2,13,28.888888888888886,15.422977708419099,1,1,1,3,MNAR,TRUE,0.4617691154422789
Q9H0P0,NT5C3A,5NT3A_HUMAN,Cytosolic 5'-nucleotidase 3A,NT5C3A,0,0,22.703929228438845,NA,NA,NA,NA,Complete,TRUE,NA
Q9BV86,NTMT1,NTM1A_HUMAN,N-terminal Xaa-Pro-Lys N-methyltransferase 1,NTMT1,17,37.77777777777778,16.014039607389755,1,1,1,3,MNAR,TRUE,0.568215892053973
Q9BSD7,NTPCR,NTPCR_HUMAN,Cancer-related nucleoside-triphosphatase,NTPCR,3,6.666666666666667,17.162707845346254,0,1,0,1,MAR,TRUE,NA
P53384,NUBP1,NUBP1_HUMAN,Cytosolic Fe-S cluster assembly factor NUBP1,NUBP1,16,35.55555555555556,17.003879928090914,1,1,1,3,MNAR,TRUE,0.623688155922039
Q9Y5Y2,NUBP2,NUBP2_HUMAN,Cytosolic Fe-S cluster assembly factor NUBP2,NUBP2,27,60,16.225833302581034,1,1,1,3,MNAR,FALSE,0.111944027986007
Q8TB37,NUBPL,NUBPL_HUMAN,Iron-sulfur protein NUBPL,NUBPL,9,20,17.23428019306796,1,1,1,3,MNAR,TRUE,0.2683658170914543
Q9Y266,NUDC,NUDC_HUMAN,Nuclear migration protein nudC,NUDC,3,6.666666666666667,17.448528177116934,0,1,0,1,MAR,TRUE,NA
Q96DE0,NUDT16,NUD16_HUMAN,U8 snoRNA-decapping enzyme,NUDT16,8,17.77777777777778,16.44354633131689,1,1,1,3,MNAR,TRUE,0.6946526736631684
A8MXV4,NUDT19,NUD19_HUMAN,Nucleoside diphosphate-linked moiety X motif 19,NUDT19,30,66.66666666666666,15.701745950435164,1,1,1,3,MNAR,FALSE,0.38830584707646176
P50583,NUDT2,AP4A_HUMAN,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],NUDT2,26,57.77777777777777,17.296196507601195,1,1,1,3,MNAR,FALSE,0.6071964017991005
O95989,NUDT3,NUDT3_HUMAN,Diphosphoinositol polyphosphate phosphohydrolase 1,NUDT3,2,4.444444444444445,19.649855717116086,0,0,0,0,MAR,TRUE,NA
P61970,NUTF2,NTF2_HUMAN,Nuclear transport factor 2,NUTF2,0,0,23.735205027432265,NA,NA,NA,NA,Complete,TRUE,NA
Q6DKJ4,NXN,NXN_HUMAN,Nucleoredoxin,NXN,6,13.333333333333334,18.712394743382472,0,0,0,0,MAR,TRUE,NA
Q5VST9,OBSCN,OBSCN_HUMAN,Obscurin,OBSCN,0,0,21.189539886992335,NA,NA,NA,NA,Complete,TRUE,NA
Q9NX40,OCIAD1,OCAD1_HUMAN,OCIA domain-containing protein 1,OCIAD1,0,0,20.768627753935377,NA,NA,NA,NA,Complete,TRUE,NA
Q02218,OGDH,ODO1_HUMAN,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,0,0,24.72421405730055,NA,NA,NA,NA,Complete,TRUE,NA
P20774,OGN,MIME_HUMAN,Mimecan,OGN,2,4.444444444444445,20.140799639275453,0,0,0,0,MAR,TRUE,NA
Q9NTK5,OLA1,OLA1_HUMAN,Obg-like ATPase 1,OLA1,0,0,23.50569228152182,NA,NA,NA,NA,Complete,TRUE,NA
O60313,OPA1,OPA1_HUMAN,"Dynamin-like 120 kDa protein, mitochondrial",OPA1,0,0,20.49552230976093,NA,NA,NA,NA,Complete,TRUE,NA
Q9H6K4,OPA3,OPA3_HUMAN,Optic atrophy 3 protein,OPA3,13,28.888888888888886,18.069831043388614,1,1,1,3,MNAR,TRUE,0.5227386306846576
O14841,OPLAH,OPLA_HUMAN,5-oxoprolinase,OPLAH,2,4.444444444444445,19.499199119745523,0,0,0,0,MAR,TRUE,NA
Q96CV9,OPTN,OPTN_HUMAN,Optineurin,OPTN,8,17.77777777777778,19.260013775823598,0,0,0,0,MAR,TRUE,NA
P22059,OSBP,OSBP1_HUMAN,Oxysterol-binding protein 1,OSBP,1,2.2222222222222223,21.77056027078034,0,0,0,0,MAR,TRUE,NA
Q9BXB4,OSBPL11,OSB11_HUMAN,Oxysterol-binding protein-related protein 11,OSBPL11,13,28.888888888888886,17.315958627943118,1,1,1,3,MNAR,TRUE,0.5307346326836582
Q9BXW6,OSBPL1A,OSBL1_HUMAN,Oxysterol-binding protein-related protein 1,OSBPL1A,18,40,17.361371999526504,1,1,1,3,MNAR,TRUE,0.4102948525737131
Q9NRP0,OSTC,OSTC_HUMAN,Oligosaccharyltransferase complex subunit OSTC,OSTC,6,13.333333333333334,18.242237818366895,0,1,1,2,MNAR,TRUE,0.043478260869565216
Q92882,OSTF1,OSTF1_HUMAN,Osteoclast-stimulating factor 1,OSTF1,32,71.11111111111111,18.11910858729146,1,1,1,3,MNAR,FALSE,0.059470264867566215
Q96FW1,OTUB1,OTUB1_HUMAN,Ubiquitin thioesterase OTUB1,OTUB1,0,0,20.602294174501573,NA,NA,NA,NA,Complete,TRUE,NA
P55809,OXCT1,SCOT1_HUMAN,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,22,48.888888888888886,15.69728837578417,1,1,1,3,MNAR,TRUE,0.28385807096451776
Q9NWU1,OXSM,OXSM_HUMAN,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",OXSM,4,8.88888888888889,19.77275907877797,0,0,0,0,MAR,TRUE,NA
O95747,OXSR1,OXSR1_HUMAN,Serine/threonine-protein kinase OSR1,OXSR1,0,0,20.975315848282257,NA,NA,NA,NA,Complete,TRUE,NA
P07237,P4HB,PDIA1_HUMAN,Protein disulfide-isomerase,P4HB,0,0,23.793522111428935,NA,NA,NA,NA,Complete,TRUE,NA
Q9UQ80,PA2G4,PA2G4_HUMAN,Proliferation-associated protein 2G4,PA2G4,0,0,20.714195542307007,NA,NA,NA,NA,Complete,TRUE,NA
P11940,PABPC1,PABP1_HUMAN,Polyadenylate-binding protein 1,PABPC1,0,0,21.022867618479683,NA,NA,NA,NA,Complete,TRUE,NA
Q13310,PABPC4,PABP4_HUMAN,Polyadenylate-binding protein 4,PABPC4,0,0,21.103949577927274,NA,NA,NA,NA,Complete,TRUE,NA
Q9UKS6,PACSIN3,PACN3_HUMAN,Protein kinase C and casein kinase substrate in neurons protein 3,PACSIN3,0,0,22.811914638035503,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y2J8,PADI2,PADI2_HUMAN,Protein-arginine deiminase type-2,PADI2,0,0,25.398829954236263,NA,NA,NA,NA,Complete,TRUE,NA
P43034,PAFAH1B1,LIS1_HUMAN,Platelet-activating factor acetylhydrolase IB subunit alpha,PAFAH1B1,0,0,20.001758421536337,NA,NA,NA,NA,Complete,TRUE,NA
P68402,PAFAH1B2,PA1B2_HUMAN,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B2,2,4.444444444444445,20.49595716397181,0,0,0,0,MAR,TRUE,NA
Q15102,PAFAH1B3,PA1B3_HUMAN,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,2,4.444444444444445,19.21596392220814,0,0,0,0,MAR,TRUE,NA
P22234,PAICS,PUR6_HUMAN,Multifunctional protein ADE2,PAICS,0,0,20.451821663369675,NA,NA,NA,NA,Complete,TRUE,NA
Q9H074,PAIP1,PAIP1_HUMAN,Polyadenylate-binding protein-interacting protein 1,PAIP1,9,20,16.086463724405046,1,1,1,3,MNAR,TRUE,0.7841079460269865
Q13153,PAK1,PAK1_HUMAN,Serine/threonine-protein kinase PAK 1,PAK1,8,17.77777777777778,19.388982911138484,0,0,0,0,MAR,TRUE,NA
Q13177,PAK2,PAK2_HUMAN,Serine/threonine-protein kinase PAK 2,PAK2,0,0,20.55825985428133,NA,NA,NA,NA,Complete,TRUE,NA
Q9NP74,PALMD,PALMD_HUMAN,Palmdelphin,PALMD,16,35.55555555555556,15.474113740734925,1,1,1,3,MNAR,TRUE,0.31984007996002
Q9NVE7,PANK4,PANK4_HUMAN,4'-phosphopantetheine phosphatase,PANK4,0,0,19.593991048815763,NA,NA,NA,NA,Complete,TRUE,NA
Q99497,PARK7,PARK7_HUMAN,Protein/nucleic acid deglycase DJ-1,PARK7,0,0,26.47904830747088,NA,NA,NA,NA,Complete,TRUE,NA
P09874,PARP1,PARP1_HUMAN,Poly [ADP-ribose] polymerase 1,PARP1,24,53.333333333333336,15.483616940490387,1,1,1,3,MNAR,FALSE,0.1199400299850075
Q9NVD7,PARVA,PARVA_HUMAN,Alpha-parvin,PARVA,2,4.444444444444445,19.291473673951817,0,0,0,0,MAR,TRUE,NA
Q9HBI1,PARVB,PARVB_HUMAN,Beta-parvin,PARVB,2,4.444444444444445,18.017598912834586,0,1,0,1,MAR,TRUE,NA
Q9BVG4,PBDC1,PBDC1_HUMAN,Protein PBDC1,PBDC1,10,22.22222222222222,16.122553406610315,1,1,1,3,MNAR,TRUE,0.175912043978011
Q96AQ6,PBXIP1,PBIP1_HUMAN,Pre-B-cell leukemia transcription factor-interacting protein 1,PBXIP1,0,0,22.361995775143544,NA,NA,NA,NA,Complete,TRUE,NA
P61457,PCBD1,PHS_HUMAN,Pterin-4-alpha-carbinolamine dehydratase,PCBD1,0,0,21.21091115832852,NA,NA,NA,NA,Complete,TRUE,NA
Q9H0N5,PCBD2,PHS2_HUMAN,Pterin-4-alpha-carbinolamine dehydratase 2,PCBD2,0,0,22.266047389929682,NA,NA,NA,NA,Complete,TRUE,NA
Q15365,PCBP1,PCBP1_HUMAN,Poly(rC)-binding protein 1,PCBP1,0,0,24.136985639915853,NA,NA,NA,NA,Complete,TRUE,NA
Q15366,PCBP2,PCBP2_HUMAN,Poly(rC)-binding protein 2,PCBP2,0,0,21.27169276464631,NA,NA,NA,NA,Complete,TRUE,NA
P05165,PCCA,PCCA_HUMAN,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,4,8.88888888888889,19.286498372546518,0,0,0,0,MAR,TRUE,NA
P05166,PCCB,PCCB_HUMAN,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,0,0,18.544182626995276,NA,NA,NA,NA,Complete,TRUE,NA
P22061,PCMT1,PIMT_HUMAN,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PCMT1,0,0,24.649879065868642,NA,NA,NA,NA,Complete,TRUE,NA
Q9UHG3,PCYOX1,PCYOX_HUMAN,Prenylcysteine oxidase 1,PCYOX1,0,0,22.591844244122107,NA,NA,NA,NA,Complete,TRUE,NA
Q99447,PCYT2,PCY2_HUMAN,Ethanolamine-phosphate cytidylyltransferase,PCYT2,24,53.333333333333336,14.604486315872572,1,1,1,3,MNAR,FALSE,0.22488755622188905
Q13442,PDAP1,HAP28_HUMAN,28 kDa heat- and acid-stable phosphoprotein,PDAP1,0,0,21.200349962763223,NA,NA,NA,NA,Complete,TRUE,NA
O14737,PDCD5,PDCD5_HUMAN,Programmed cell death protein 5,PDCD5,0,0,21.742201598240797,NA,NA,NA,NA,Complete,TRUE,NA
O75340,PDCD6,PDCD6_HUMAN,Programmed cell death protein 6,PDCD6,10,22.22222222222222,17.52567998704868,1,1,1,3,MNAR,TRUE,0.6341829085457271
Q8WUM4,PDCD6IP,PDC6I_HUMAN,Programmed cell death 6-interacting protein,PDCD6IP,0,0,21.00321282570475,NA,NA,NA,NA,Complete,TRUE,NA
Q9H2J4,PDCL3,PDCL3_HUMAN,Phosducin-like protein 3,PDCL3,9,20,15.457964999021101,1,1,1,3,MNAR,TRUE,0.014992503748125937
P08559,PDHA1,ODPA_HUMAN,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",PDHA1,0,0,24.79901132964819,NA,NA,NA,NA,Complete,TRUE,NA
P11177,PDHB,ODPB_HUMAN,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,0,0,24.942270997030583,NA,NA,NA,NA,Complete,TRUE,NA
O00330,PDHX,ODPX_HUMAN,"Pyruvate dehydrogenase protein X component, mitochondrial",PDHX,0,0,23.446465323539133,NA,NA,NA,NA,Complete,TRUE,NA
P30101,PDIA3,PDIA3_HUMAN,Protein disulfide-isomerase A3,PDIA3,0,0,22.59525512512855,NA,NA,NA,NA,Complete,TRUE,NA
P13667,PDIA4,PDIA4_HUMAN,Protein disulfide-isomerase A4,PDIA4,10,22.22222222222222,16.22663400500592,1,1,1,3,MNAR,TRUE,0.632183908045977
Q15084,PDIA6,PDIA6_HUMAN,Protein disulfide-isomerase A6,PDIA6,0,0,21.103500491740192,NA,NA,NA,NA,Complete,TRUE,NA
Q15119,PDK2,PDK2_HUMAN,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",PDK2,6,13.333333333333334,19.571269849823654,0,0,0,0,MAR,TRUE,NA
Q16654,PDK4,PDK4_HUMAN,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",PDK4,24,53.333333333333336,19.163579319230198,1,0,1,2,MNAR,FALSE,0.095952023988006
O00151,PDLIM1,PDLI1_HUMAN,PDZ and LIM domain protein 1,PDLIM1,0,0,22.55928771002067,NA,NA,NA,NA,Complete,TRUE,NA
Q53GG5,PDLIM3,PDLI3_HUMAN,PDZ and LIM domain protein 3,PDLIM3,0,0,26.96916082725115,NA,NA,NA,NA,Complete,TRUE,NA
Q96HC4,PDLIM5,PDLI5_HUMAN,PDZ and LIM domain protein 5,PDLIM5,0,0,25.692332385302553,NA,NA,NA,NA,Complete,TRUE,NA
Q9NR12,PDLIM7,PDLI7_HUMAN,PDZ and LIM domain protein 7,PDLIM7,2,4.444444444444445,21.252100734924,0,0,0,0,MAR,TRUE,NA
Q9P0J1,PDP1,PDP1_HUMAN,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",PDP1,26,57.77777777777777,17.63903606362641,1,1,1,3,MNAR,FALSE,0.591704147926037
Q8NCN5,PDPR,PDPR_HUMAN,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",PDPR,5,11.11111111111111,16.848213514710643,0,1,1,2,MNAR,TRUE,0.06896551724137931
O00764,PDXK,PDXK_HUMAN,Pyridoxal kinase,PDXK,1,2.2222222222222223,18.201089105856482,0,1,0,1,MAR,TRUE,NA
Q15121,PEA15,PEA15_HUMAN,Astrocytic phosphoprotein PEA-15,PEA15,16,35.55555555555556,19.388013048330087,1,0,0,1,MAR,TRUE,NA
P30086,PEBP1,PEBP1_HUMAN,Phosphatidylethanolamine-binding protein 1,PEBP1,0,0,26.534000530532417,NA,NA,NA,NA,Complete,TRUE,NA
P12955,PEPD,PEPD_HUMAN,Xaa-Pro dipeptidase,PEPD,3,6.666666666666667,18.3536811702713,0,0,0,0,MAR,TRUE,NA
Q9UHV9,PFDN2,PFD2_HUMAN,Prefoldin subunit 2,PFDN2,0,0,20.522113724833357,NA,NA,NA,NA,Complete,TRUE,NA
Q9NQP4,PFDN4,PFD4_HUMAN,Prefoldin subunit 4,PFDN4,1,2.2222222222222223,17.28019647098957,0,1,0,1,MAR,TRUE,NA
Q99471,PFDN5,PFD5_HUMAN,Prefoldin subunit 5,PFDN5,2,4.444444444444445,18.391599494389276,0,0,0,0,MAR,TRUE,NA
O15212,PFDN6,PFD6_HUMAN,Prefoldin subunit 6,PFDN6,0,0,19.656610363176743,NA,NA,NA,NA,Complete,TRUE,NA
P16118,PFKFB1,F261_HUMAN,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",PFKFB1,9,20,20.69202974901231,0,0,0,0,MAR,TRUE,NA
O60825,PFKFB2,F262_HUMAN,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",PFKFB2,4,8.88888888888889,18.55434118057742,0,0,0,0,MAR,TRUE,NA
P17858,PFKL,PFKAL_HUMAN,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,0,0,25.271183819011448,NA,NA,NA,NA,Complete,TRUE,NA
P08237,PFKM,PFKAM_HUMAN,"ATP-dependent 6-phosphofructokinase, muscle type",PFKM,0,0,27.80003799408058,NA,NA,NA,NA,Complete,TRUE,NA
P07737,PFN1,PROF1_HUMAN,Profilin-1,PFN1,0,0,25.10841221874849,NA,NA,NA,NA,Complete,TRUE,NA
P35080,PFN2,PROF2_HUMAN,Profilin-2,PFN2,0,0,23.418558036584418,NA,NA,NA,NA,Complete,TRUE,NA
P18669,PGAM1,PGAM1_HUMAN,Phosphoglycerate mutase 1,PGAM1,0,0,28.840400887046943,NA,NA,NA,NA,Complete,TRUE,NA
P15259,PGAM2,PGAM2_HUMAN,Phosphoglycerate mutase 2,PGAM2,0,0,27.89166359888393,NA,NA,NA,NA,Complete,TRUE,NA
P52209,PGD,6PGD_HUMAN,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,0,0,22.274831740600753,NA,NA,NA,NA,Complete,TRUE,NA
P00558,PGK1,PGK1_HUMAN,Phosphoglycerate kinase 1,PGK1,0,0,29.313815723662326,NA,NA,NA,NA,Complete,TRUE,NA
O95336,PGLS,6PGL_HUMAN,6-phosphogluconolactonase,PGLS,0,0,19.9942596263428,NA,NA,NA,NA,Complete,TRUE,NA
P36871,PGM1,PGM1_HUMAN,Phosphoglucomutase-1,PGM1,0,0,27.36147618108753,NA,NA,NA,NA,Complete,TRUE,NA
Q15124,PGM5,PGM5_HUMAN,Phosphoglucomutase-like protein 5,PGM5,0,0,21.079427012152284,NA,NA,NA,NA,Complete,TRUE,NA
A6NDG6,PGP,PGP_HUMAN,Glycerol-3-phosphate phosphatase,PGP,0,0,22.74970868219955,NA,NA,NA,NA,Complete,TRUE,NA
