uniprot_id,gene,protein,description,feature_id,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
P10636,MAPT,TAU_HUMAN,Microtubule-associated protein tau,MAPT,0,0,21.370100141997867,NA,NA,NA,NA,Complete,TRUE,NA
P29966,MARCKS,MARCS_HUMAN,Myristoylated alanine-rich C-kinase substrate,MARCKS,23,51.11111111111111,15.674870259491795,1,1,1,3,MNAR,FALSE,0.15642178910544727
P31153,MAT2A,METK2_HUMAN,S-adenosylmethionine synthase isoform type-2,MAT2A,0,0,21.55245803678904,NA,NA,NA,NA,Complete,TRUE,NA
Q9NZL9,MAT2B,MAT2B_HUMAN,Methionine adenosyltransferase 2 subunit beta,MAT2B,2,4.444444444444445,17.801497166619264,0,1,0,1,MAR,TRUE,NA
Q7Z434,MAVS,MAVS_HUMAN,Mitochondrial antiviral-signaling protein,MAVS,14,31.11111111111111,17.60482925382827,1,1,1,3,MNAR,TRUE,0.4612693653173413
P02144,MB,MYG_HUMAN,Myoglobin,MB,0,0,32.740294170581016,NA,NA,NA,NA,Complete,TRUE,NA
Q9NR56,MBNL1,MBNL1_HUMAN,Muscleblind-like protein 1,MBNL1,3,6.666666666666667,19.741708674348814,0,0,0,0,MAR,TRUE,NA
Q96RQ3,MCCC1,MCCA_HUMAN,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1,6,13.333333333333334,19.035982348098017,0,0,0,0,MAR,TRUE,NA
Q9HCC0,MCCC2,MCCB_HUMAN,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,6,13.333333333333334,16.901864005132207,1,1,1,3,MNAR,TRUE,0.21539230384807595
Q96PE7,MCEE,MCEE_HUMAN,"Methylmalonyl-CoA epimerase, mitochondrial",MCEE,9,20,19.10127605522386,0,0,0,0,MAR,TRUE,NA
Q9ULC4,MCTS1,MCTS1_HUMAN,Malignant T-cell-amplified sequence 1,MCTS1,0,0,21.369516512776503,NA,NA,NA,NA,Complete,TRUE,NA
Q8NE86,MCU,MCU_HUMAN,"Calcium uniporter protein, mitochondrial",MCU,4,8.88888888888889,19.901752983024515,0,0,0,0,MAR,TRUE,NA
P40925,MDH1,MDHC_HUMAN,"Malate dehydrogenase, cytoplasmic",MDH1,0,0,28.27745600926882,NA,NA,NA,NA,Complete,TRUE,NA
P40926,MDH2,MDHM_HUMAN,"Malate dehydrogenase, mitochondrial",MDH2,0,0,28.25265380266489,NA,NA,NA,NA,Complete,TRUE,NA
Q86V88,MDP1,MGDP1_HUMAN,Magnesium-dependent phosphatase 1,MDP1,5,11.11111111111111,17.766739784120848,0,1,1,2,MNAR,TRUE,0.6031984007996002
P48163,ME1,MAOX_HUMAN,NADP-dependent malic enzyme,ME1,0,0,21.30111943467143,NA,NA,NA,NA,Complete,TRUE,NA
P23368,ME2,MAOM_HUMAN,"NAD-dependent malic enzyme, mitochondrial",ME2,1,2.2222222222222223,20.88753200093292,0,0,0,0,MAR,TRUE,NA
Q9BV79,MECR,MECR_HUMAN,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",MECR,1,2.2222222222222223,19.88833101448687,0,0,0,0,MAR,TRUE,NA
Q9Y316,MEMO1,MEMO1_HUMAN,Protein MEMO1,MEMO1,20,44.44444444444444,15.753471021550393,1,1,1,3,MNAR,TRUE,0.2178910544727636
P50579,METAP2,MAP2_HUMAN,Methionine aminopeptidase 2,METAP2,2,4.444444444444445,18.909222588567285,0,0,0,0,MAR,TRUE,NA
Q96S19,METTL26,MTL26_HUMAN,Methyltransferase-like 26,METTL26,8,17.77777777777778,16.902537478637502,1,1,1,3,MNAR,TRUE,0.06046976511744128
Q9H8H3,METTL7A,MET7A_HUMAN,Methyltransferase-like protein 7A,METTL7A,0,0,22.405861701286685,NA,NA,NA,NA,Complete,TRUE,NA
P55083,MFAP4,MFAP4_HUMAN,Microfibril-associated glycoprotein 4,MFAP4,13,28.888888888888886,20.85908685778431,0,0,0,0,MAR,TRUE,NA
O95140,MFN2,MFN2_HUMAN,Mitofusin-2,MFN2,4,8.88888888888889,17.898270354300852,0,1,0,1,MAR,TRUE,NA
Q99685,MGLL,MGLL_HUMAN,Monoglyceride lipase,MGLL,17,37.77777777777778,15.210984875649576,1,1,1,3,MNAR,TRUE,0.4672663668165917
Q99735,MGST2,MGST2_HUMAN,Microsomal glutathione S-transferase 2,MGST2,1,2.2222222222222223,18.65944789782468,0,0,0,0,MAR,TRUE,NA
O14880,MGST3,MGST3_HUMAN,Microsomal glutathione S-transferase 3,MGST3,0,0,23.419111491435892,NA,NA,NA,NA,Complete,TRUE,NA
Q5XKP0,MICOS13,MIC13_HUMAN,MICOS complex subunit MIC13,MICOS13,0,0,22.92055561801787,NA,NA,NA,NA,Complete,TRUE,NA
Q8IYU8,MICU2,MICU2_HUMAN,"Calcium uptake protein 2, mitochondrial",MICU2,24,53.333333333333336,15.466467115436009,1,1,1,3,MNAR,FALSE,0.7051474262868566
Q9BRT3,MIEN1,MIEN1_HUMAN,Migration and invasion enhancer 1,MIEN1,10,22.22222222222222,20.08964301202901,0,0,0,0,MAR,TRUE,NA
P14174,MIF,MIF_HUMAN,Macrophage migration inhibitory factor,MIF,0,0,24.721150652302843,NA,NA,NA,NA,Complete,TRUE,NA
Q14165,MLEC,MLEC_HUMAN,Malectin,MLEC,0,0,20.64314119228234,NA,NA,NA,NA,Complete,TRUE,NA
Q5VWP3,MLIP,MLIP_HUMAN,Muscular LMNA-interacting protein,MLIP,8,17.77777777777778,17.377914187321547,1,1,1,3,MNAR,TRUE,0.19290354822588707
O95822,MLYCD,DCMC_HUMAN,"Malonyl-CoA decarboxylase, mitochondrial",MLYCD,11,24.444444444444443,15.526204674612881,1,1,1,3,MNAR,TRUE,0.09045477261369315
Q96EY8,MMAB,MMAB_HUMAN,Corrinoid adenosyltransferase,MMAB,12,26.666666666666668,17.561013749186806,1,1,1,3,MNAR,TRUE,0.9240379810094953
P08473,MME,NEP_HUMAN,Neprilysin,MME,20,44.44444444444444,16.006291120175696,1,1,1,3,MNAR,TRUE,0.440279860069965
P22033,MMUT,MUTA_HUMAN,"Methylmalonyl-CoA mutase, mitochondrial",MMUT,1,2.2222222222222223,20.2109525404336,0,0,0,0,MAR,TRUE,NA
Q70IA6,MOB2,MOB2_HUMAN,MOB kinase activator 2,MOB2,14,31.11111111111111,16.876431637794713,1,1,1,3,MNAR,TRUE,0.15242378810594703
Q9Y3A3,MOB4,PHOCN_HUMAN,MOB-like protein phocein,MOB4,9,20,16.537945185318037,1,1,1,3,MNAR,TRUE,0.0544727636181909
O96007,MOCS2,MOC2B_HUMAN,Molybdopterin synthase catalytic subunit,MOCS2,27,60,16.705558323464963,1,1,1,3,MNAR,FALSE,0.26936531734132935
Q13724,MOGS,MOGS_HUMAN,Mannosyl-oligosaccharide glucosidase,MOGS,12,26.666666666666668,15.71331979568143,1,1,1,3,MNAR,TRUE,0.26786606696651677
Q9Y5U8,MPC1,MPC1_HUMAN,Mitochondrial pyruvate carrier 1,MPC1,26,57.77777777777777,21.730454166666547,1,0,0,1,MAR,FALSE,NA
O95563,MPC2,MPC2_HUMAN,Mitochondrial pyruvate carrier 2,MPC2,0,0,21.57228070001112,NA,NA,NA,NA,Complete,TRUE,NA
O75352,MPDU1,MPU1_HUMAN,Mannose-P-dolichol utilization defect 1 protein,MPDU1,24,53.333333333333336,15.93452629510049,1,1,1,3,MNAR,FALSE,0.06696651674162919
P34949,MPI,MPI_HUMAN,Mannose-6-phosphate isomerase,MPI,0,0,22.525198670462864,NA,NA,NA,NA,Complete,TRUE,NA
P05164,MPO,PERM_HUMAN,Myeloperoxidase,MPO,34,75.55555555555556,22.81699902970991,1,0,0,1,MAR,FALSE,NA
Q00013,MPP1,EM55_HUMAN,55 kDa erythrocyte membrane protein,MPP1,11,24.444444444444443,17.050343363468727,1,1,1,3,MNAR,TRUE,0.4207896051974013
P25325,MPST,THTM_HUMAN,3-mercaptopyruvate sulfurtransferase,MPST,0,0,19.87332941212498,NA,NA,NA,NA,Complete,TRUE,NA
Q9UBG0,MRC2,MRC2_HUMAN,C-type mannose receptor 2,MRC2,27,60,16.651582516325977,1,1,1,3,MNAR,FALSE,0.14342828585707146
Q9BYD6,MRPL1,RM01_HUMAN,"39S ribosomal protein L1, mitochondrial",MRPL1,22,48.888888888888886,17.08930896839022,1,1,1,3,MNAR,TRUE,0.3053473263368316
P52815,MRPL12,RM12_HUMAN,"39S ribosomal protein L12, mitochondrial",MRPL12,1,2.2222222222222223,19.44795036982697,0,0,0,0,MAR,TRUE,NA
Q9BYD1,MRPL13,RM13_HUMAN,"39S ribosomal protein L13, mitochondrial",MRPL13,28,62.22222222222222,15.920017969008105,1,1,1,3,MNAR,FALSE,0.01199400299850075
Q9NWU5,MRPL22,RM22_HUMAN,"39S ribosomal protein L22, mitochondrial",MRPL22,23,51.11111111111111,13.702072209046149,1,1,1,3,MNAR,FALSE,0.48825587206396803
Q9BZE1,MRPL37,RM37_HUMAN,"39S ribosomal protein L37, mitochondrial",MRPL37,12,26.666666666666668,16.367576435404015,1,1,1,3,MNAR,TRUE,0.7116441779110445
Q96DV4,MRPL38,RM38_HUMAN,"39S ribosomal protein L38, mitochondrial",MRPL38,25,55.55555555555556,16.039294710351232,1,1,1,3,MNAR,FALSE,0.28385807096451776
Q9NQ50,MRPL40,RM40_HUMAN,"39S ribosomal protein L40, mitochondrial",MRPL40,12,26.666666666666668,18.19527881445039,1,1,1,3,MNAR,TRUE,0.2098950524737631
Q8IXM3,MRPL41,RM41_HUMAN,"39S ribosomal protein L41, mitochondrial",MRPL41,28,62.22222222222222,18.185024591252926,1,1,1,3,MNAR,FALSE,0.6011994002998501
Q9H9J2,MRPL44,RM44_HUMAN,"39S ribosomal protein L44, mitochondrial",MRPL44,33,73.33333333333333,16.64390061277888,1,1,1,3,MNAR,FALSE,0.06746626686656672
Q9H2W6,MRPL46,RM46_HUMAN,"39S ribosomal protein L46, mitochondrial",MRPL46,14,31.11111111111111,16.629141674350407,1,1,1,3,MNAR,TRUE,0.0014992503748125937
Q9HD33,MRPL47,RM47_HUMAN,"39S ribosomal protein L47, mitochondrial",MRPL47,20,44.44444444444444,16.58619677241097,1,1,1,3,MNAR,TRUE,0.5092453773113443
Q13405,MRPL49,RM49_HUMAN,"39S ribosomal protein L49, mitochondrial",MRPL49,15,33.33333333333333,17.13075017810108,1,1,1,3,MNAR,TRUE,0.5467266366816592
Q7Z7F7,MRPL55,RM55_HUMAN,"39S ribosomal protein L55, mitochondrial",MRPL55,9,20,16.446214560254035,1,1,1,3,MNAR,TRUE,1
Q9BYD2,MRPL9,RM09_HUMAN,"39S ribosomal protein L9, mitochondrial",MRPL9,17,37.77777777777778,17.769106638898677,1,1,1,3,MNAR,TRUE,0.6686656671664168
Q9Y3D3,MRPS16,RT16_HUMAN,"28S ribosomal protein S16, mitochondrial",MRPS16,23,51.11111111111111,19.540440003333003,1,0,0,1,MAR,FALSE,NA
Q9Y2R5,MRPS17,RT17_HUMAN,"28S ribosomal protein S17, mitochondrial",MRPS17,4,8.88888888888889,18.279770391280593,0,1,0,1,MAR,TRUE,NA
Q9Y676,MRPS18B,RT18B_HUMAN,"28S ribosomal protein S18b, mitochondrial",MRPS18B,12,26.666666666666668,22.895986425811692,0,0,0,0,MAR,TRUE,NA
P82650,MRPS22,RT22_HUMAN,"28S ribosomal protein S22, mitochondrial",MRPS22,8,17.77777777777778,15.916354274373822,1,1,1,3,MNAR,TRUE,0.862568715642179
Q9Y3D9,MRPS23,RT23_HUMAN,"28S ribosomal protein S23, mitochondrial",MRPS23,4,8.88888888888889,17.914406546678485,0,1,0,1,MAR,TRUE,NA
Q92552,MRPS27,RT27_HUMAN,"28S ribosomal protein S27, mitochondrial",MRPS27,21,46.666666666666664,17.337476455505364,1,1,1,3,MNAR,TRUE,0.42628685657171417
Q9Y2Q9,MRPS28,RT28_HUMAN,"28S ribosomal protein S28, mitochondrial",MRPS28,12,26.666666666666668,17.42335089047742,1,1,1,3,MNAR,TRUE,0.21489255372313842
P82909,MRPS36,RT36_HUMAN,"28S ribosomal protein S36, mitochondrial",MRPS36,1,2.2222222222222223,20.533256962831775,0,0,0,0,MAR,TRUE,NA
Q96DH6,MSI2,MSI2H_HUMAN,RNA-binding protein Musashi homolog 2,MSI2,1,2.2222222222222223,20.704088250907635,0,0,0,0,MAR,TRUE,NA
P26038,MSN,MOES_HUMAN,Moesin,MSN,0,0,23.506250027060485,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y3D2,MSRB2,MSRB2_HUMAN,"Methionine-R-sulfoxide reductase B2, mitochondrial",MSRB2,8,17.77777777777778,16.860925232358326,1,1,1,3,MNAR,TRUE,0.1424287856071964
P00846,MT-ATP6,ATP6_HUMAN,ATP synthase subunit a,MT-ATP6,0,0,25.47128895111119,NA,NA,NA,NA,Complete,TRUE,NA
P03928,MT-ATP8,ATP8_HUMAN,ATP synthase protein 8,MT-ATP8,7,15.555555555555555,19.903407539048093,0,0,0,0,MAR,TRUE,NA
P00395,MT-CO1,COX1_HUMAN,Cytochrome c oxidase subunit 1,MT-CO1,3,6.666666666666667,20.588271095873104,0,0,0,0,MAR,TRUE,NA
P00403,MT-CO2,COX2_HUMAN,Cytochrome c oxidase subunit 2,MT-CO2,0,0,26.701046754000668,NA,NA,NA,NA,Complete,TRUE,NA
P00156,MT-CYB,CYB_HUMAN,Cytochrome b,MT-CYB,13,28.888888888888886,17.317137333277334,1,1,1,3,MNAR,TRUE,0.719640179910045
P03886,MT-ND1,NU1M_HUMAN,NADH-ubiquinone oxidoreductase chain 1,MT-ND1,0,0,21.501352319458075,NA,NA,NA,NA,Complete,TRUE,NA
P03891,MT-ND2,NU2M_HUMAN,NADH-ubiquinone oxidoreductase chain 2,MT-ND2,0,0,22.83513614779464,NA,NA,NA,NA,Complete,TRUE,NA
P03897,MT-ND3,NU3M_HUMAN,NADH-ubiquinone oxidoreductase chain 3,MT-ND3,0,0,20.19249427766307,NA,NA,NA,NA,Complete,TRUE,NA
P03905,MT-ND4,NU4M_HUMAN,NADH-ubiquinone oxidoreductase chain 4,MT-ND4,1,2.2222222222222223,21.779226103236088,0,0,0,0,MAR,TRUE,NA
P03915,MT-ND5,NU5M_HUMAN,NADH-ubiquinone oxidoreductase chain 5,MT-ND5,0,0,21.466467164224813,NA,NA,NA,NA,Complete,TRUE,NA
Q13126,MTAP,MTAP_HUMAN,S-methyl-5'-thioadenosine phosphorylase,MTAP,1,2.2222222222222223,20.11203648186826,0,0,0,0,MAR,TRUE,NA
Q969Z3,MTARC2,MARC2_HUMAN,Mitochondrial amidoxime reducing component 2,MTARC2,25,55.55555555555556,16.27928483720791,1,1,1,3,MNAR,FALSE,0.3183408295852074
Q9Y6C9,MTCH2,MTCH2_HUMAN,Mitochondrial carrier homolog 2,MTCH2,0,0,21.005775108172926,NA,NA,NA,NA,Complete,TRUE,NA
Q9UDX5,MTFP1,MTFP1_HUMAN,Mitochondrial fission process protein 1,MTFP1,26,57.77777777777777,16.872318434711254,1,1,1,3,MNAR,FALSE,0.4757621189405297
P11586,MTHFD1,C1TC_HUMAN,"C-1-tetrahydrofolate synthase, cytoplasmic",MTHFD1,0,0,22.020270974273142,NA,NA,NA,NA,Complete,TRUE,NA
P46199,MTIF2,IF2M_HUMAN,"Translation initiation factor IF-2, mitochondrial",MTIF2,18,40,15.820047242183401,1,1,1,3,MNAR,TRUE,0.4862568715642179
Q13496,MTM1,MTM1_HUMAN,Myotubularin,MTM1,18,40,18.823357680758377,1,0,1,2,MNAR,TRUE,0.10144927536231885
P58546,MTPN,MTPN_HUMAN,Myotrophin,MTPN,0,0,21.825606311947254,NA,NA,NA,NA,Complete,TRUE,NA
Q9P0P8,MTRES1,MRES1_HUMAN,Mitochondrial transcription rescue factor 1,MTRES1,10,22.22222222222222,18.99305001797349,0,0,0,0,MAR,TRUE,NA
Q13505,MTX1,MTX1_HUMAN,Metaxin-1,MTX1,9,20,15.376698956959181,1,1,1,3,MNAR,TRUE,0.13143428285857073
O75431,MTX2,MTX2_HUMAN,Metaxin-2,MTX2,4,8.88888888888889,20.533551191169806,0,0,0,0,MAR,TRUE,NA
Q8IVN3,MUSTN1,MSTN1_HUMAN,Musculoskeletal embryonic nuclear protein 1,MUSTN1,0,0,22.40368641630569,NA,NA,NA,NA,Complete,TRUE,NA
P84157,MXRA7,MXRA7_HUMAN,Matrix-remodeling-associated protein 7,MXRA7,22,48.888888888888886,14.945040664649019,1,1,1,3,MNAR,TRUE,0.18940529735132433
Q00872,MYBPC1,MYPC1_HUMAN,"Myosin-binding protein C, slow-type",MYBPC1,0,0,25.588355936760152,NA,NA,NA,NA,Complete,TRUE,NA
Q14324,MYBPC2,MYPC2_HUMAN,"Myosin-binding protein C, fast-type",MYBPC2,0,0,21.997282724277262,NA,NA,NA,NA,Complete,TRUE,NA
Q13203,MYBPH,MYBPH_HUMAN,Myosin-binding protein H,MYBPH,0,0,20.318121590089014,NA,NA,NA,NA,Complete,TRUE,NA
P12882,MYH1,MYH1_HUMAN,Myosin-1,MYH1,0,0,27.80445881752079,NA,NA,NA,NA,Complete,TRUE,NA
P35749,MYH11,MYH11_HUMAN,Myosin-11,MYH11,3,6.666666666666667,20.592107129333286,0,0,0,0,MAR,TRUE,NA
Q9UKX3,MYH13,MYH13_HUMAN,Myosin-13,MYH13,5,11.11111111111111,20.901591035648515,0,0,0,0,MAR,TRUE,NA
Q7Z406,MYH14,MYH14_HUMAN,Myosin-14,MYH14,0,0,20.79704666734266,NA,NA,NA,NA,Complete,TRUE,NA
Q9UKX2,MYH2,MYH2_HUMAN,Myosin-2,MYH2,0,0,28.587516045812364,NA,NA,NA,NA,Complete,TRUE,NA
P11055,MYH3,MYH3_HUMAN,Myosin-3,MYH3,12,26.666666666666668,24.623636382005678,0,0,0,0,MAR,TRUE,NA
Q9Y623,MYH4,MYH4_HUMAN,Myosin-4,MYH4,8,17.77777777777778,22.122009732283246,0,0,0,0,MAR,TRUE,NA
P13533,MYH6,MYH6_HUMAN,Myosin-6,MYH6,25,55.55555555555556,21.29811402377383,1,0,0,1,MAR,FALSE,NA
P12883,MYH7,MYH7_HUMAN,Myosin-7,MYH7,0,0,29.141385534077614,NA,NA,NA,NA,Complete,TRUE,NA
P13535,MYH8,MYH8_HUMAN,Myosin-8,MYH8,9,20,16.23632445333037,1,1,1,3,MNAR,TRUE,0.24887556221889057
P35579,MYH9,MYH9_HUMAN,Myosin-9,MYH9,0,0,22.543137079668124,NA,NA,NA,NA,Complete,TRUE,NA
P05976,MYL1,MYL1_HUMAN,"Myosin light chain 1/3, skeletal muscle isoform",MYL1,0,0,29.216921869717833,NA,NA,NA,NA,Complete,TRUE,NA
O14950,MYL12B,ML12B_HUMAN,Myosin regulatory light chain 12B,MYL12B,0,0,22.344931383993842,NA,NA,NA,NA,Complete,TRUE,NA
P10916,MYL2,MLRV_HUMAN,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",MYL2,0,0,25.821186627974424,NA,NA,NA,NA,Complete,TRUE,NA
P08590,MYL3,MYL3_HUMAN,Myosin light chain 3,MYL3,0,0,26.685667511767655,NA,NA,NA,NA,Complete,TRUE,NA
P12829,MYL4,MYL4_HUMAN,Myosin light chain 4,MYL4,1,2.2222222222222223,19.305292815496554,0,0,0,0,MAR,TRUE,NA
P60660,MYL6,MYL6_HUMAN,Myosin light polypeptide 6,MYL6,0,0,26.401691726465707,NA,NA,NA,NA,Complete,TRUE,NA
P14649,MYL6B,MYL6B_HUMAN,Myosin light chain 6B,MYL6B,0,0,22.403355931775348,NA,NA,NA,NA,Complete,TRUE,NA
Q15746,MYLK,MYLK_HUMAN,"Myosin light chain kinase, smooth muscle",MYLK,0,0,22.373840468068046,NA,NA,NA,NA,Complete,TRUE,NA
Q9H1R3,MYLK2,MYLK2_HUMAN,"Myosin light chain kinase 2, skeletal/cardiac muscle",MYLK2,0,0,20.747742547511226,NA,NA,NA,NA,Complete,TRUE,NA
Q92614,MYO18A,MY18A_HUMAN,Unconventional myosin-XVIIIa,MYO18A,2,4.444444444444445,22.47919833370068,0,0,0,0,MAR,TRUE,NA
O00159,MYO1C,MYO1C_HUMAN,Unconventional myosin-Ic,MYO1C,1,2.2222222222222223,20.136291590630364,0,0,0,0,MAR,TRUE,NA
Q9UM54,MYO6,MYO6_HUMAN,Unconventional myosin-VI,MYO6,1,2.2222222222222223,22.737952566476853,0,0,0,0,MAR,TRUE,NA
Q9NZM1,MYOF,MYOF_HUMAN,Myoferlin,MYOF,0,0,21.490291712763227,NA,NA,NA,NA,Complete,TRUE,NA
P52179,MYOM1,MYOM1_HUMAN,Myomesin-1,MYOM1,0,0,23.439820738820046,NA,NA,NA,NA,Complete,TRUE,NA
P54296,MYOM2,MYOM2_HUMAN,Myomesin-2,MYOM2,0,0,25.06784598904065,NA,NA,NA,NA,Complete,TRUE,NA
Q5VTT5,MYOM3,MYOM3_HUMAN,Myomesin-3,MYOM3,0,0,21.675521215455998,NA,NA,NA,NA,Complete,TRUE,NA
Q9UBF9,MYOT,MYOTI_HUMAN,Myotilin,MYOT,0,0,22.81497606451506,NA,NA,NA,NA,Complete,TRUE,NA
Q9NP98,MYOZ1,MYOZ1_HUMAN,Myozenin-1,MYOZ1,0,0,22.245031145880343,NA,NA,NA,NA,Complete,TRUE,NA
Q8TDC0,MYOZ3,MYOZ3_HUMAN,Myozenin-3,MYOZ3,15,33.33333333333333,18.322965882145713,1,1,1,3,MNAR,TRUE,0.7966016991504248
Q86TC9,MYPN,MYPN_HUMAN,Myopalladin,MYPN,4,8.88888888888889,17.665166351922583,0,1,0,1,MAR,TRUE,NA
Q9GZZ1,NAA50,NAA50_HUMAN,N-alpha-acetyltransferase 50,NAA50,5,11.11111111111111,17.951050608248785,0,1,0,1,MAR,TRUE,NA
E9PAV3,NACA,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACA,0,0,21.766585205598844,NA,NA,NA,NA,Complete,TRUE,NA
Q13564,NAE1,ULA1_HUMAN,NEDD8-activating enzyme E1 regulatory subunit,NAE1,2,4.444444444444445,18.697821516024522,0,0,0,0,MAR,TRUE,NA
Q9UJ70,NAGK,NAGK_HUMAN,N-acetyl-D-glucosamine kinase,NAGK,3,6.666666666666667,18.101765628032336,0,1,0,1,MAR,TRUE,NA
P43490,NAMPT,NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase,NAMPT,0,0,21.50910052065536,NA,NA,NA,NA,Complete,TRUE,NA
Q9NR45,NANS,SIAS_HUMAN,Sialic acid synthase,NANS,24,53.333333333333336,19.83151586794991,1,0,0,1,MAR,FALSE,NA
P55209,NAP1L1,NP1L1_HUMAN,Nucleosome assembly protein 1-like 1,NAP1L1,3,6.666666666666667,20.03695910713872,0,0,0,0,MAR,TRUE,NA
Q99733,NAP1L4,NP1L4_HUMAN,Nucleosome assembly protein 1-like 4,NAP1L4,0,0,20.476745228430715,NA,NA,NA,NA,Complete,TRUE,NA
P54920,NAPA,SNAA_HUMAN,Alpha-soluble NSF attachment protein,NAPA,0,0,23.66728281950504,NA,NA,NA,NA,Complete,TRUE,NA
Q6XQN6,NAPRT,PNCB_HUMAN,Nicotinate phosphoribosyltransferase,NAPRT,7,15.555555555555555,18.045503627669373,0,1,1,2,MNAR,TRUE,0.7286356821589205
O43776,NARS1,SYNC_HUMAN,"Asparagine--tRNA ligase, cytoplasmic",NARS1,0,0,19.338305845197777,NA,NA,NA,NA,Complete,TRUE,NA
Q8IW45,NAXD,NNRD_HUMAN,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,NAXD,0,0,21.178432836410973,NA,NA,NA,NA,Complete,TRUE,NA
Q8NCW5,NAXE,NNRE_HUMAN,NAD(P)H-hydrate epimerase,NAXE,0,0,22.68699049557402,NA,NA,NA,NA,Complete,TRUE,NA
P19338,NCL,NUCL_HUMAN,Nucleolin,NCL,0,0,20.387976680507087,NA,NA,NA,NA,Complete,TRUE,NA
Q9UN36,NDRG2,NDRG2_HUMAN,Protein NDRG2,NDRG2,0,0,24.352526271773474,NA,NA,NA,NA,Complete,TRUE,NA
O95299,NDUFA10,NDUAA_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,0,0,23.742093230744118,NA,NA,NA,NA,Complete,TRUE,NA
Q86Y39,NDUFA11,NDUAB_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,NDUFA11,0,0,22.388663955178654,NA,NA,NA,NA,Complete,TRUE,NA
Q9UI09,NDUFA12,NDUAC_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,NDUFA12,0,0,20.492475567218158,NA,NA,NA,NA,Complete,TRUE,NA
Q9P0J0,NDUFA13,NDUAD_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,0,0,24.071195941555537,NA,NA,NA,NA,Complete,TRUE,NA
O43678,NDUFA2,NDUA2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUFA2,0,0,23.36717880490499,NA,NA,NA,NA,Complete,TRUE,NA
O95167,NDUFA3,NDUA3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,NDUFA3,11,24.444444444444443,18.851908904181258,0,0,0,0,MAR,TRUE,NA
O00483,NDUFA4,NDUA4_HUMAN,Cytochrome c oxidase subunit NDUFA4,NDUFA4,0,0,26.52137460686165,NA,NA,NA,NA,Complete,TRUE,NA
Q16718,NDUFA5,NDUA5_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,0,0,24.112720746524367,NA,NA,NA,NA,Complete,TRUE,NA
P56556,NDUFA6,NDUA6_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUFA6,0,0,23.56284946504075,NA,NA,NA,NA,Complete,TRUE,NA
O95182,NDUFA7,NDUA7_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUFA7,0,0,21.865089096946125,NA,NA,NA,NA,Complete,TRUE,NA
P51970,NDUFA8,NDUA8_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,0,0,22.726263726426865,NA,NA,NA,NA,Complete,TRUE,NA
Q16795,NDUFA9,NDUA9_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,0,0,24.108098384984483,NA,NA,NA,NA,Complete,TRUE,NA
O14561,NDUFAB1,ACPM_HUMAN,"Acyl carrier protein, mitochondrial",NDUFAB1,0,0,23.493030321514592,NA,NA,NA,NA,Complete,TRUE,NA
Q9BU61,NDUFAF3,NDUF3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,NDUFAF3,5,11.11111111111111,16.6306643517376,1,1,1,3,MNAR,TRUE,0.23438280859570215
Q9P032,NDUFAF4,NDUF4_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,NDUFAF4,7,15.555555555555555,17.869170751242155,0,1,1,2,MNAR,TRUE,0.11394302848575712
Q5TEU4,NDUFAF5,NDUF5_HUMAN,"Arginine-hydroxylase NDUFAF5, mitochondrial",NDUFAF5,25,55.55555555555556,16.302622115775545,1,1,1,3,MNAR,FALSE,0.879560219890055
O75438,NDUFB1,NDUB1_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,NDUFB1,0,0,22.445979634607,NA,NA,NA,NA,Complete,TRUE,NA
