pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Establishment Of Cell Polarity,GO:BP,-1.073,1.836,0.754,0.03214,Sig Acute only,24
GOBP_CELL_GROWTH,Cell Growth,GO:BP,-1.167,1.729,0.6474,0.01656,Sig Acute only,62
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,Nucleotide Metabolic Process,GO:BP,1.26,-1.634,0.3538,0.00502,Sig Acute only,191
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO:BP,-1.087,1.804,0.7469,0.0445,Sig Acute only,22
GOBP_REGULATION_OF_PROTEOLYSIS,Regulation Of Proteolysis,GO:BP,-1.115,1.771,0.6868,0.01134,Sig Acute only,84
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,Positive Regulation Of Proteolysis,GO:BP,-1.059,1.817,0.7576,0.01508,Sig Acute only,47
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Regulation Of Telomere Maintenance Via Tel...,GO:BP,0.939,1.925,0.8802,0.02022,Sig Acute only,16
GOBP_GLUCOSE_METABOLIC_PROCESS,Glucose Metabolic Process,GO:BP,1.116,-1.741,0.6905,0.01649,Sig Acute only,63
GOBP_PROTEIN_FOLDING,Protein Folding,GO:BP,1.141,1.705,0.6528,0.02125,Sig Acute only,83
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Telomere Maintenance Via Telomere Lengthening,GO:BP,0.752,2.087,0.9985,0.004434,Sig Acute only,18
GOBP_REGULATION_OF_RNA_SPLICING,Regulation Of RNA Splicing,GO:BP,-1.004,1.821,0.8324,0.03486,Sig Acute only,27
GOBP_REGULATION_OF_CELL_GROWTH,Regulation Of Cell Growth,GO:BP,-1.073,1.725,0.7469,0.036,Sig Acute only,51
GOBP_POLYOL_METABOLIC_PROCESS,Polyol Metabolic Process,GO:BP,0.87,-1.925,0.9413,0.01612,Sig Acute only,20
GOBP_VIRAL_PROCESS,Viral Process,GO:BP,-0.736,2.048,0.9985,2.121e-4,Sig Acute only,80
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,Establishment Or Maintenance Of Cell Polarity,GO:BP,-0.771,1.996,0.9985,0.003406,Sig Acute only,42
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,Monosaccharide Metabolic Process,GO:BP,1.055,-1.689,0.7469,0.02917,Sig Acute only,81
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,Regulation Of Mrna Splicing Via Spliceosome,GO:BP,-0.93,1.806,0.8829,0.04554,Sig Acute only,17
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Regulation Of Protein Catabolic Process,GO:BP,-1.033,1.7,0.7765,0.02441,Sig Acute only,84
GOBP_REGULATION_OF_MRNA_PROCESSING,Regulation Of Mrna Processing,GO:BP,-0.943,1.789,0.8802,0.04595,Sig Acute only,18
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,RNA Templated DNA Biosynthetic Process,GO:BP,0.748,1.966,0.9985,0.01508,Sig Acute only,16
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Apoptotic Signaling Pathway,GO:BP,1.012,1.695,0.803,0.01656,Sig Acute only,74
GOBP_REGULATION_OF_VIRAL_PROCESS,Regulation Of Viral Process,GO:BP,0.862,1.819,0.9478,0.03621,Sig Acute only,23
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,Regulation Of Cell Projection Assembly,GO:BP,-0.866,1.807,0.95,0.03745,Sig Acute only,30
GOBP_RIBOSOME_BIOGENESIS,Ribosome Biogenesis,GO:BP,0.805,1.861,0.9985,0.008031,Sig Acute only,54
GOBP_CELL_CHEMOTAXIS,Cell Chemotaxis,GO:BP,0.653,1.984,0.9985,0.00601,Sig Acute only,30
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Positive Regulation Of DNA Binding Transcr...,GO:BP,-0.688,1.922,0.9985,0.01732,Sig Acute only,17
HALLMARK_GLYCOLYSIS,Glycolysis,Hallmark,1.003,-1.607,0.7921,0.03151,Sig Acute only,62
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Intrinsic Apoptotic Signalin...,GO:BP,0.783,1.812,0.9985,0.02252,Sig Acute only,44
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,Positive Regulation Of DNA Metabolic Process,GO:BP,0.764,1.831,0.9985,0.016,Sig Acute only,38
GOBP_TAXIS,Taxis,GO:BP,-0.715,1.838,0.9985,0.01571,Sig Acute only,39
GOBP_TRANSLATIONAL_INITIATION,Translational Initiation,GO:BP,0.775,1.757,0.9985,0.01649,Sig Acute only,52
GOBP_LEUKOCYTE_MIGRATION,Leukocyte Migration,GO:BP,0.74,1.757,0.9985,0.0328,Sig Acute only,43
GOBP_LEUKOCYTE_CHEMOTAXIS,Leukocyte Chemotaxis,GO:BP,-0.549,1.945,0.9985,0.01188,Sig Acute only,24
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,Response To Leukemia Inhibitory Factor,GO:BP,-0.617,1.862,0.9985,0.03412,Sig Acute only,15
GOBP_DNA_BIOSYNTHETIC_PROCESS,DNA Biosynthetic Process,GO:BP,0.617,1.845,0.9985,0.03412,Sig Acute only,19
GOBP_VIRAL_LIFE_CYCLE,Viral Life Cycle,GO:BP,-0.664,1.774,0.9985,0.01508,Sig Acute only,58
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,Regulation Of Chromosome Organization,GO:BP,-0.547,1.852,0.9985,0.02874,Sig Acute only,32
GOBP_TELOMERE_ORGANIZATION,Telomere Organization,GO:BP,0.569,1.764,0.9985,0.04687,Sig Acute only,31
GOBP_REGULATION_OF_PROTEIN_STABILITY,Regulation Of Protein Stability,GO:BP,-0.697,1.611,0.9985,0.03442,Sig Acute only,81
HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXPHOS,Hallmark,2.991,-2.702,1.943e-20,1.564e-15,Sig Both,152
GOBP_CELLULAR_RESPIRATION,Cellular Respiration,GO:BP,2.643,-2.522,1.691e-11,1.029e-10,Sig Both,140
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,Proton Transmembrane Transport,GO:BP,2.676,-2.452,4.621e-10,1.79e-7,Sig Both,86
GOBP_AEROBIC_RESPIRATION,Aerobic Respiration,GO:BP,2.585,-2.456,8.354e-11,2.815e-9,Sig Both,127
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,Energy Derivation By Oxidation Of Organic ...,GO:BP,2.537,-2.477,1.824e-11,3.335e-11,Sig Both,174
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,Proton Motive Force Driven ATP Synthesis,GO:BP,2.564,-2.191,2.561e-7,2.121e-4,Sig Both,59
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Generation Of Precursor Metabolites And En...,GO:BP,2.356,-2.385,4.193e-11,3.335e-11,Sig Both,222
GOBP_TRICARBOXYLIC_ACID_CYCLE,Tricarboxylic Acid Cycle,GO:BP,2.235,-2.454,8.331e-4,2.022e-5,Sig Both,25
GOBP_OXIDATIVE_PHOSPHORYLATION,OXPHOS,GO:BP,2.407,-2.084,2.561e-7,9.059e-5,Sig Both,101
GOBP_ELECTRON_TRANSPORT_CHAIN,Electron Transport Chain,GO:BP,2.393,-1.964,1.112e-6,8.39e-4,Sig Both,80
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,ATP Synthesis Coupled Electron Transport,GO:BP,2.396,-1.929,2.175e-6,0.001819,Sig Both,73
GOBP_MITOCHONDRION_ORGANIZATION,Mitochondrion Organization,GO:BP,2.12,-2.157,9.74e-6,4.568e-6,Sig Both,146
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Mitochondrial Respiratory Chain Complex As...,GO:BP,2.129,-2.118,6.979e-4,6.708e-4,Sig Both,47
GOBP_MITOCHONDRIAL_TRANSPORT,Mitochondrial Transport,GO:BP,2.256,-1.943,1.181e-4,0.001921,Sig Both,62
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Mitochondrial Membrane Organization,GO:BP,2.118,-2.08,7.754e-4,0.001048,Sig Both,47
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,Organic Acid Catabolic Process,GO:BP,1.884,-2.251,0.004125,7.579e-6,Sig Both,90
GOBP_AMINO_ACID_CATABOLIC_PROCESS,Amino Acid Catabolic Process,GO:BP,1.931,-2.2,0.01054,2.152e-4,Sig Both,43
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Inner Mitochondrial Membrane Organization,GO:BP,1.929,-2.172,0.03079,0.001219,Sig Both,26
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,Mitochondrial Transmembrane Transport,GO:BP,2.186,-1.909,7.635e-4,0.009237,Sig Both,40
GOBP_ATP_BIOSYNTHETIC_PROCESS,ATP Biosynthetic Process,GO:BP,2.222,-1.802,1.085e-4,0.009539,Sig Both,69
HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Hallmark,1.846,-2.092,0.001324,3.949e-5,Sig Both,88
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,Purine Containing Compound Biosynthetic Pr...,GO:BP,1.995,-1.911,2.813e-4,8.39e-4,Sig Both,120
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,Mitochondrial Electron Transport NADH To U...,GO:BP,2.127,-1.735,0.001082,0.04555,Sig Both,42
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Triphosphate Biosynthetic Process,GO:BP,2.15,-1.694,1.265e-4,0.01612,Sig Both,76
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,Cell Cycle G1 S Phase Transition,GO:BP,-1.854,1.911,0.02968,0.01612,Sig Both,27
GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,Purine Nucleotide Biosynthetic Process,GO:BP,1.996,-1.719,8.331e-4,0.01551,Sig Both,93
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Phosphate Biosynthetic Process,GO:BP,1.829,-1.861,0.002117,0.001048,Sig Both,132
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Membraneless Organelle Assembly,GO:BP,-1.657,2.016,0.04186,2.559e-4,Sig Both,106
GOBP_AMINO_ACID_METABOLIC_PROCESS,Amino Acid Metabolic Process,GO:BP,1.693,-1.845,0.04186,0.001921,Sig Both,97
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,Small Molecule Catabolic Process,GO:BP,1.588,-1.947,0.03829,2.669e-4,Sig Both,128
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,Nucleotide Biosynthetic Process,GO:BP,1.851,-1.667,0.003908,0.01633,Sig Both,100
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,Ribose Phosphate Biosynthetic Process,GO:BP,1.866,-1.63,0.004936,0.02667,Sig Both,92
GOBP_KETONE_BIOSYNTHETIC_PROCESS,Ketone Biosynthetic Process,GO:BP,1.908,-1.788,0.04802,0.05296,Sig Training only,16
GOBP_MYOFIBRIL_ASSEMBLY,Myofibril Assembly,GO:BP,-2.232,1.437,2.909e-4,0.163,Sig Training only,40
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,Cellular Component Assembly Involved In Mo...,GO:BP,-2.12,1.54,7.741e-4,0.1002,Sig Training only,46
GOBP_SARCOMERE_ORGANIZATION,Sarcomere Organization,GO:BP,-2.105,1.547,0.002197,0.1245,Sig Training only,29
GOBP_SKELETAL_MUSCLE_CONTRACTION,Skeletal Muscle Contraction,GO:BP,-2.042,1.297,0.008092,0.3449,Sig Training only,26
GOBP_MUSCLE_CELL_DEVELOPMENT,Muscle Cell Development,GO:BP,-2.039,1.299,7.741e-4,0.2698,Sig Training only,72
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,Multicellular Organismal Movement,GO:BP,-2.007,1.33,0.008159,0.3034,Sig Training only,28
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Actomyosin Structure Organization,GO:BP,-1.794,1.369,0.03549,0.1933,Sig Training only,66
GOBP_MUSCLE_CONTRACTION,Muscle Contraction,GO:BP,-2.013,1.074,1.181e-4,0.5581,Sig Training only,112
GOBP_MUSCLE_ORGAN_DEVELOPMENT,Muscle Organ Development,GO:BP,-1.983,1.006,8.331e-4,0.6889,Sig Training only,87
GOBP_MUSCLE_SYSTEM_PROCESS,Muscle System Process,GO:BP,-1.991,0.963,1.181e-4,0.7594,Sig Training only,131
GOBP_MUSCLE_CELL_DIFFERENTIATION,Muscle Cell Differentiation,GO:BP,-1.768,1.17,0.008092,0.3929,Sig Training only,98
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Striated Muscle Cell Differentiation,GO:BP,-1.78,1.118,0.01627,0.4933,Sig Training only,80
GOBP_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,GO:BP,-1.863,0.987,0.008092,0.7098,Sig Training only,70
GOBP_MUSCLE_TISSUE_DEVELOPMENT,Muscle Tissue Development,GO:BP,-1.689,1.094,0.02759,0.5327,Sig Training only,84
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,Skeletal Muscle Organ Development,GO:BP,-1.885,0.832,0.01448,0.9017,Sig Training only,48
HALLMARK_MYOGENESIS,Myogenesis,Hallmark,-1.638,0.964,0.02754,0.7465,Sig Training only,99
