acc	gene	sources	n_sources
A0A087WTI1	RAB1B	JPR2017	1
A0A087WTM5	RNF34	This study	1
A0A087WU25	ACSM2B	This study	1
A0A087WU29	GYPA	This study	1
A0A087WUD3	OSTC	This study	1
A0A087WUE2	TACC3	This study	1
A0A087WUL2	PSMB3	JPR2017	1
A0A087WUW9	ARL15	JPR2017	1
A0A087WV23	SH3BGRL3	JPR2017	1
A0A087WV46	LAMTOR4	JPR2017	1
A0A087WVD9	GUCD1	This study	1
A0A087WVF6	TTLL11	This study	1
A0A087WVZ5	CYFIP1	This study	1
A0A087WW65	ABCB7	This study	1
A0A087WW87	IGKV2-40	This study	1
A0A087WW88	CHMP2B	This study	1
A0A087WWK8	IQSEC1	JPR2017	1
A0A087WWU8	TPM3	This study	1
A0A087WWW9	BCL10	This study	1
A0A087WX15	GRIP2	This study	1
A0A087WX20	MLH1	This study	1
A0A087WX43	ALG13	This study	1
A0A087WX76	C9orf50	JPR2017	1
A0A087WXC4	TNN	This study	1
A0A087WXD1	SLC9A7	This study	1
A0A087WXU8	DDX24	This study	1
A0A087WY31	YTHDF3	This study	1
A0A087WY55	VTA1	This study	1
A0A087WY61	NUMA1	JPR2017	1
A0A087WY85	UBE2D3	This study	1
A0A087WYB4	STOML2	This study	1
A0A087WYR0	SRP19	This study	1
A0A087WYT3	PTGES3	This study	1
A0A087WYU2	METTL26	This study	1
A0A087WZ50	SPPL2B	This study	1
A0A087WZP1	ZFPM1	This study	1
A0A087WZQ7	NAPB	This study	1
A0A087WZW8	IGKV3-11	JPR2017	1
A0A087X043	GRID2	This study	1
A0A087X0R6	SNX12	This study	1
A0A087X0T5	NTAN1	This study	1
A0A087X0V4	ZBTB8OS	This study	1
A0A087X0W8	RELA	This study	1
A0A087X0W9	OTUD6B	This study	1
A0A087X142	SEPTIN8	This study	1
A0A087X1Z3	PSME2	This study	1
A0A087X295	WDR6	This study	1
A0A087X2D0	SRSF3	This study	1
A0A087X2I1	PSMC6	This study	1
A0A088MYP2	SLC14A1	Uniprot	1
A0A096LNY6	ADSL	This study	1
A0A096LNZ9	ISG15	This study	1
A0A096LP07	GPS1	JPR2017	1
A0A096LP25	AAK1	This study	1
A0A096LPA2	ADSL	JPR2017	1
A0A096LPE2	SAA2-SAA4	This study	1
A0A096LPJ3	GPS1	This study	1
A0A0A0MQS8	RHAG	JPR2017	1
A0A0A0MQX8	MBNL1	This study	1
A0A0A0MQZ8	ANKHD1	JPR2017	1
A0A0A0MR02	VDAC2	This study	1
A0A0A0MRJ3	NAV1	This study	1
A0A0A0MRS4	TMEM38B	This study	1
A0A0A0MRY0	TBC1D22A	This study	1
A0A0A0MRZ4	TNIP1	This study	1
A0A0A0MRZ8	IGKV3D-11	This study	1
A0A0A0MS07	IGHG1	This study	1
A0A0A0MS15	IGHV3-49	This study	1
A0A0A0MS58	LRRC20	JPR2017	1
A0A0A0MSA4	EPB41L3	Uniprot	1
A0A0A0MSA9	PVR	This study	1
A0A0A0MSB8	EXOC7	This study	1
A0A0A0MSH9	CHD1L	This study	1
A0A0A0MSK5	TOR1AIP1	This study	1
A0A0A0MSN4	ACE	This study	1
A0A0A0MSS8	AKR1C3	This study	1
A0A0A0MT01	GSN	This study	1
A0A0A0MTC1	RNF213	This study	1
A0A0A0MTH3	ILK	This study	1
A0A0A0MTL6	RIPOR1	This study	1
A0A0A0MTQ5	ATP5MJ	This study	1
A0A0A0MTQ6	IGKV2D-28	JPR2017	1
A0A0A1TSG9	RHAG	Uniprot	1
A0A0A6YYB0	DOLPP1	JPR2017	1
A0A0A6YYC0	RPS6KA4	This study	1
A0A0A6YYG7	NCAPH2	This study	1
A0A0A6YYG9	ARPC4-TTLL3	This study	1
A0A0A6YYJ5	MACF1	This study	1
A0A0A8IKZ2	RHAG	Uniprot	1
A0A0B4J1U7	IGHV6-1	This study	1
A0A0B4J1V0	IGHV3-15	This study	1
A0A0B4J1V1	IGHV3-21	This study	1
A0A0B4J1V6	IGHV3-73	This study	1
A0A0B4J1X5	IGHV3-74	This study	1
A0A0B4J1X8	IGHV3-43	This study	1
A0A0B4J222	ARL15	This study	1
A0A0B4J231	IGLL5	This study	1
A0A0B4J259	LYZ	This study	1
A0A0B4J2B5	IGHV3OR16-9	This study	1
A0A0C4DFM1	TM9SF4	This study	1
A0A0C4DFP4	NGLY1	This study	1
A0A0C4DG39	SLC38A6	This study	1
A0A0C4DG90	LAMB4	This study	1
A0A0C4DGA2	ECI2	This study	1
A0A0C4DGB9	PPA2	This study	1
A0A0C4DGI3	CS	This study	1
A0A0C4DGN6	GIT1	This study	1
A0A0C4DGQ8	DHRS7B	This study	1
A0A0C4DGT3	IQSEC1	This study	1
A0A0C4DH31	IGHV1-18	This study	1
A0A0C4DH32	IGHV3-20	This study	1
A0A0C4DH33	IGHV1-24	This study	1
A0A0C4DH34	IGHV4-28	This study	1
A0A0C4DH65	KRBA1	JPR2017	1
A0A0C4DH72	IGKV1-6	This study	1
A0A0D9SEM9	DDX39A	JPR2017	1
A0A0D9SER1	WWOX	This study	1
A0A0D9SFF6	SPTAN1	Uniprot	1
A0A0D9SG79	UBAP1	This study	1
A0A0D9SGF6	SPTAN1	Uniprot	1
A0A0D9SGH0	SLC9A6	This study	1
A0A0G2JH37	TAPBP	This study	1
A0A0G2JIW1	HSPA1B	This study	1
A0A0G2JJD3	ABHD16A	This study	1
A0A0G2JMB2	IGHA2	This study	1
A0A0G2JNJ7	CNOT3	This study	1
A0A0G2JNK4	IGHG1	JPR2017	1
A0A0G2JP48	GOLGA8G	This study	1
A0A0G2JQ38	MARVELD2	This study	1
A0A0G2JQH2	RPS18	JPR2017	1
A0A0G2JQL4	IGHM	JPR2017	1
A0A0G2JQM1	AP2A2	This study	1
A0A0J9YW26	EPB41L3	Uniprot	1
A0A0J9YW31	EPB41L3	Uniprot	1
A0A0J9YWB6	CTDP1	This study	1
A0A0J9YWE1	EPB41L3	Uniprot	1
A0A0J9YWL0	CRYBG1	This study	1
A0A0J9YWN0	EPB41L3	Uniprot	1
A0A0J9YWS4	EPB41L3	Uniprot	1
A0A0J9YWY6	SVIL	This study	1
A0A0J9YX32	MYO15B	This study	1
A0A0J9YX35	IGHV3-64D	This study	1
A0A0J9YX62	DNAJB6	This study	1
A0A0J9YXE4	ARMC10	This study	1
A0A0J9YXF2	PON2	This study	1
A0A0J9YXV8	KEL	This study	1
A0A0J9YY18	EPB41L3	Uniprot	1
A0A0M7BEW0	AQP1	Uniprot	1
A0A0S2Z3A9	BBS4	Uniprot	1
A0A0S2Z5C6	FPGT	This study	1
A0A0U1RQI5	SORBS1	This study	1
A0A0U1RQJ8	ATRIP	This study	1
A0A0U1RQM3	MTHFS	This study	1
A0A0U1RQT9	SYPL1	This study	1
A0A0U1RQY7	CSNK1G1	This study	1
A0A0U1RR22	PACSIN2	This study	1
A0A0U1RR92	EPB41L3	Uniprot	1
A0A0U1RRB9	FGGY	This study	1
A0A0U1RRM4	PTBP1	This study	1
A0A140T8Y4	HLA-A	This study	1
A0A140T902	TNXB	This study	1
A0A140T9H5	HLA-C	This study	1
A0A140T9T7	TAP1	This study	1
A0A140T9Z6	HLA-A	This study	1
A0A1A9C9I6	RHAG	Uniprot	1
A0A1B0GTB0	ATP6AP2	This study	1
A0A1B0GTF8	EPB41L3	Uniprot	1
A0A1B0GTW6	EPB41L1	Uniprot	1
A0A1B0GUA8	KIF13A	This study	1
A0A1B0GUE3	ASAH1	This study	1
A0A1B0GUI1	RALGAPA1	This study	1
A0A1B0GUN9	ESPN	This study	1
A0A1B0GV45	MYO18A	This study	1
A0A1B0GV70	TEPSIN	This study	1
A0A1B0GVC3	DIRAS2	This study	1
A0A1B0GVH5	FTO	This study	1
A0A1B0GVI3	KRT10	This study	1
A0A1B0GW05	DPY19L1	This study	1
A0A1B0GW23	ABHD14A-ACY1	This study	1
A0A1B0GWD2	UMAD1	This study	1
A0A1B0GWG0	EPB41	Uniprot	1
A0A1B0GX49	TRBV6-4	This study	1
A0A1C7CYY4	MYL4	This study	1
A0A1C7CYZ1	MAPK15	This study	1
A0A1K0FU49	GLNG	Uniprot	1
A0A1Q1NHH4	RHAG	Uniprot	1
A0A1W2PNP0	PIGT	This study	1
A0A1W2PNR9	IER3IP1	This study	1
A0A1W2PNW1	STAT6	This study	1
A0A1W2PNX8	UNC45A	This study	1
A0A1W2PP29	HLA-B	This study	1
A0A1W2PPP5	GOSR2	This study	1
A0A1W2PPT1	ST3GAL5	This study	1
A0A1W2PQS6	RPS10-NUDT3	This study	1
A0A1W2PR95	IGBP1C	This study	1
A0A1W2PRL5	NECAP1	This study	1
A0A1W2PRX1	HLA-C	This study	1
A0A1X7SBS1	HNRNPU	This study	1
A0A1X7SBT4	PIGX	This study	1
A0A221C5L9	SLC14A1	Uniprot	1
A0A221C5Q0	SLC14A1	Uniprot	1
A0A221C5S8	SLC14A1	Uniprot	1
A0A223IA07	SLC14A1	Uniprot	1
A0A223IA55	SLC14A1	Uniprot	1
A0A286YEY4	IGHG2	This study	1
A0A286YFF8	MON2	This study	1
A0A286YFJ8	IGHG4	This study	1
A0A2C9F2R7	FRYL	This study	1
A0A2D2AHB4	SLC14A1	Uniprot	1
A0A2H4ZEW9	SLC14A1	Uniprot	1
A0A2I3JL00	MFSD2B	This study	1
A0A2I7VTB5	SLC14A1	Uniprot	1
A0A2P0CTB1	PRXL2B	This study	1
A0A2R2Y2Q3	TPM3	This study	1
A0A2R8Y2R4	AQP3	This study	1
A0A2R8Y420	EPB41	Uniprot	1
A0A2R8Y4C9	RPGR	This study	1
A0A2R8Y4M1	CLIC5	This study	1
A0A2R8Y4N6	EPB41	Uniprot	1
A0A2R8Y4Z8	CCDC9	This study	1
A0A2R8Y532	ANO4	This study	1
A0A2R8Y553	SLC25A38	Uniprot	1
A0A2R8Y566	RELCH	This study	1
A0A2R8Y570	EPB41	Uniprot	1
A0A2R8Y5B3	EPB41L2	Uniprot	1
A0A2R8Y5B5	SLC19A2	This study	1
A0A2R8Y5C8	EPB41	Uniprot	1
A0A2R8Y5Q8	TBCE	This study	1
A0A2R8Y5S7	RDX	This study	1
A0A2R8Y5V9	TPM4	This study	1
A0A2R8Y5Y7	RPL9	This study	1
A0A2R8Y5Z6	EPB41	Uniprot	1
A0A2R8Y648	GCLC	This study	1
A0A2R8Y658	RNASEH2A	This study	1
A0A2R8Y661	RAPGEF2	This study	1
A0A2R8Y6G5	EPB41	Uniprot	1
A0A2R8Y6J3	RPL5	This study	1
A0A2R8Y6L5	DYRK1A	This study	1
A0A2R8Y6S1	TSC1	This study	1
A0A2R8Y6T6	EPB41	Uniprot	1
A0A2R8Y738	RPL15	This study	1
A0A2R8Y7F4	PRRC2C	This study	1
A0A2R8Y7F9	GYPA	This study	1
A0A2R8Y7K4	LOXHD1	This study	1
A0A2R8Y7N0	EPB41	Uniprot	1
A0A2R8Y7Q1	BPTF	This study	1
A0A2R8Y7R4	SMIM1	This study	1
A0A2R8Y7Z0	CTNNB1	This study	1
A0A2R8Y7Z1	ANKRD11	This study	1
A0A2R8Y7Z8	CNOT3	This study	1
A0A2R8Y811	RPS14	This study	1
A0A2R8Y823	SLC25A38	Uniprot	1
A0A2R8Y849	RPS24	This study	1
A0A2R8Y852	CUX1	This study	1
A0A2R8Y891	PFKM	This study	1
A0A2R8Y8E0	BRAF	This study	1
A0A2R8YCW8	EPB41	Uniprot	1
A0A2R8YD30	EPB41	Uniprot	1
A0A2R8YD71	SLC11A2	This study	1
A0A2R8YDN7	ATP13A3	This study	1
A0A2R8YDR3	TSC2	This study	1
A0A2R8YDT1	GLUL	This study	1
A0A2R8YEA7	ACTB	This study	1
A0A2R8YEK8	CERT1	This study	1
A0A2R8YEL6	GCLC	This study	1
A0A2R8YEM9	TRANK1	This study	1
A0A2R8YEQ5	NEXMIF	This study	1
A0A2R8YFR9	EPB41	Uniprot	1
A0A2R8YFU8	EPB41	Uniprot	1
A0A2R8YG73	CCDC88A	This study	1
A0A2R8YGB3	ARHGAP26	This study	1
A0A2R8YGH5	AP1S1	This study	1
A0A2R8YHB3	CDC73	This study	1
A0A2S1CSI3	GYPA	Uniprot	1
A0A2U3TZH6	EPB41	Uniprot	1
A0A2U3TZL5	CD59	This study	1
A0A2U3TZV8	PLCH1	This study	1
A0A2U3U020	XG	This study	1
A0A2Y9D025	NDUFA6	This study	1
A0A346RCP0	SLC7A11	Uniprot	1
A0A346RCR1	SLC7A11	Uniprot	1
A0A346RCT4	CR1	Uniprot	1
A0A346RD54	CR1	Uniprot	1
A0A346RD63	CR1	Uniprot	1
A0A346RD80	CR1	Uniprot	1
A0A346RD82	CR1	Uniprot	1
A0A346RDD8	GYPA	Uniprot	1
A0A346RDJ1	GYPC	Uniprot	1
A0A346RDK5	GYPC	Uniprot	1
A0A346RDP8	GYPC	Uniprot	1
A0A346RDT0	SLC7A11	Uniprot	1
A0A346RDU2	SLC7A11	Uniprot	1
A0A346RDX7	SLC7A11	Uniprot	1
A0A346RDX8	SLC7A11	Uniprot	1
A0A346RDX9	SLC7A11	Uniprot	1
A0A346RDY0	SLC7A11	Uniprot	1
A0A346RDY7	GYPA	Uniprot	1
A0A346RDZ3	GYPA	Uniprot	1
A0A346RDZ4	GYPA	Uniprot	1
A0A346RDZ9	GYPA	Uniprot	1
A0A346RE02	GYPA	Uniprot	1
A0A346RE16	GYPA	Uniprot	1
A0A346RE18	GYPA	Uniprot	1
A0A346RE19	GYPA	Uniprot	1
A0A346RE34	GYPA	Uniprot	1
A0A346RE66	GYPB	Uniprot	1
A0A346RE73	GYPB	Uniprot	1
A0A346RE91	GYPB	Uniprot	1
A0A346RE92	GYPB	Uniprot	1
A0A346REB3	SLC4A1	Uniprot	1
A0A346REH8	SLC7A11	Uniprot	1
A0A346REM6	SLC7A11	Uniprot	1
A0A346REW0	SLC4A1	Uniprot	1
A0A346RF06	SLC4A1	Uniprot	1
A0A346RF24	GYPB	Uniprot	1
A0A346RF28	GYPB	Uniprot	1
A0A346RF29	GYPB	Uniprot	1
A0A346RF30	GYPB	Uniprot	1
A0A346RF80	GYPA	Uniprot	1
A0A384DVU0	PNPLA6	This study	1
A0A384MTX4	NA	Uniprot	1
A0A384N5W4	STAT5A	Uniprot	1
A0A384NPQ2	NA	Uniprot	1
A0A384P5S9	NA	Uniprot	1
A0A385UKR3	GYPB	Uniprot	1
A0A385UM32	GYPB	Uniprot	1
A0A3B3IRM1	CHRNE	This study	1
A0A3B3IRM4	XYLB	This study	1
A0A3B3IRR3	FBRSL1	This study	1
A0A3B3IRS3	GBP7	This study	1
A0A3B3IRT9	MYT1L	This study	1
A0A3B3IS63	TTC23L	This study	1
A0A3B3ISF0	LARP1B	This study	1
A0A3B3IT92	MCM4	This study	1
A0A3B3ITC5	EPB41	Uniprot	1
A0A3B3ITH3	IMPACT	This study	1
A0A3B3ITI7	COPA	This study	1
A0A3B3ITJ4	HNRNPL	This study	1
A0A3B3ITK7	PGM1	This study	1
A0A3B3ITK9	DARS2	This study	1
A0A3B3ITL1	RAB2B	This study	1
A0A3B3ITS2	PPFIA1	This study	1
A0A3B3ITT1	RAB12	This study	1
A0A3B3ITT5	RPL29	This study	1
A0A3B3IU06	EPB41	Uniprot	1
A0A3B3IU33	AMDHD2	This study	1
A0A3B3IUB5	HM13	This study	1
A0A3B3IUB9	BIRC6	This study	1
A0A3B3IUC1	NEDD4	This study	1
A0A3B3IUD2	MSTO1	This study	1
A0A3B3IUD6	EPB41	Uniprot	1
A0A3F2YNW8	ITPR1	This study	1
A0A3F2YNX0	SEC16A	This study	1
A0A411HBG8	RHAG	Uniprot	1
A0A494BZV2	MPRIP	This study	1
A0A494BZY7	EEF1AKMT2	This study	1
A0A494C071	PWWP4	This study	1
A0A494C0A9	CBFB	This study	1
A0A494C0G1	PGM3	This study	1
A0A494C0J9	ACSL6	This study	1
A0A494C0U3	RIT1	This study	1
A0A494C0V7	TMEM167B	This study	1
A0A494C0V8	TPM1	This study	1
A0A494C0X0	TBCB	This study	1
A0A494C1E9	NFKB1	This study	1
A0A494C1L5	LRBA	This study	1
A0A494C1P6	MLF1	This study	1
A0A494C1Q4	PGM3	This study	1
A0A494C1V1	NBEAL2	This study	1
A0A499FJL5	ACSL6	This study	1
A0A499FJM0	ANKLE1	This study	1
A0A4W8VX11	PCM1	This study	1
A0A4W8ZXM2	IGHV3-72	This study	1
A0A4W9A917	IGHG3	This study	1
A0A590UJ01	ATR	This study	1
A0A590UJ94	MYO7A	This study	1
A0A590UJQ1	ITCH	This study	1
A0A590UJS9	DLG1	This study	1
A0A590UK09	NFIA	This study	1
A0A590UK28	GNAS	This study	1
A0A5F9VB99	SLMAP	This study	1
A0A5F9YFS9	SPCS1	This study	1
A0A5F9ZGM7	DOHH	This study	1
A0A5F9ZGW0	PRKG1	This study	1
A0A5F9ZH07	JAK1	This study	1
A0A5F9ZH41	VEGFA	Uniprot	1
A0A5F9ZHG7	RAPGEF6	This study	1
A0A5F9ZHM4	LDHB	This study	1
A0A5F9ZHN0	ANK2	This study	1
A0A5F9ZHN5	ANK2	This study	1
A0A5F9ZHN7	SACM1L	This study	1
A0A5F9ZHP1	ASCC1	This study	1
A0A5F9ZHU1	ANKDD1B	This study	1
A0A5H1ZRP8	DMD	This study	1
A0A5H1ZRQ2	DDX17	This study	1
A0A5Q0LRV5	SLC14A1	Uniprot	1
A0A669KB52	STAT1	This study	1
A0A669KB89	SCRIB	This study	1
A0A669KBH7	DUS4L-BCAP29	This study	1
A0A669KBI5	NIN	This study	1
A0A669KBJ1	WHRN	This study	1
A0A669KBL0	TSGA10	This study	1
A0A6E1VY70	FLRT1	This study	1
A0A6E1XQM6	FRYL	This study	1
A0A6I8PL42	LARS1	This study	1
A0A6I8PRS5	GPATCH11	This study	1
A0A6I8PU73	DNAJC7	This study	1
A0A6Q8PEX6	ELP1	This study	1
A0A6Q8PF62	FIG4	This study	1
A0A6Q8PF83	CEP120	This study	1
A0A6Q8PFA6	KIF2A	This study	1
A0A6Q8PFB5	CEP41	This study	1
A0A6Q8PFE4	ACTB	This study	1
A0A6Q8PFE5	CAST	This study	1
A0A6Q8PFG8	POMK	This study	1
A0A6Q8PFH9	ELP1	This study	1
A0A6Q8PFI7	NEDD4L	This study	1
A0A6Q8PFJ0	LMNA	This study	1
A0A6Q8PFJ4	MFN2	This study	1
A0A6Q8PFL5	LRSAM1	This study	1
A0A6Q8PFQ0	SIPA1L2	This study	1
A0A6Q8PFT9	LRSAM1	This study	1
A0A6Q8PG34	B3GALNT2	This study	1
A0A6Q8PGC7	INF2	This study	1
A0A6Q8PGE6	RAB7A	This study	1
A0A6Q8PGL6	DCP2	This study	1
A0A6Q8PGS5	MTMR2	This study	1
A0A6Q8PH21	SLC12A6	This study	1
A0A6Q8PH45	KIFBP	This study	1
A0A6Q8PH71	INF2	This study	1
A0A6Q8PH80	OR56B2	This study	1
A0A6Q8PHA5	HARS1	This study	1
A0A6Q8PHB5	NT5C2	This study	1
A0A6Q8PHE5	UBE3A	This study	1
A0A6Q8PHH9	GARS1	This study	1
A0A6Q8PHK0	TRIP12	This study	1
A0A6S6PEI8	RHAG	Uniprot	1
A0A7D4WXE7	RHAG	Uniprot	1
A0A7I2RAZ6	DENND4A	This study	1
A0A7I2ST14	NDRG1	This study	1
A0A7I2UQ36	GPX1	This study	1
A0A7I2V2B0	SLC9A6	This study	1
A0A7I2V2D2	SERPING1	This study	1
A0A7I2V2G2	HSPA9	This study	1
A0A7I2V2H9	EIF3E	This study	1
A0A7I2V2P6	IDE	This study	1
A0A7I2V2U2	SGTA	This study	1
A0A7I2V2U6	MTHFD2	This study	1
A0A7I2V2U8	TWF2	This study	1
A0A7I2V323	HNRNPA2B1	This study	1
A0A7I2V395	STAT3	This study	1
A0A7I2V3F1	ACO2	This study	1
A0A7I2V3F9	HGS	This study	1
A0A7I2V3I2	EIF3E	This study	1
A0A7I2V3U3	EIF3I	This study	1
A0A7I2V3V3	KIF11	This study	1
A0A7I2V454	NEK9	This study	1
A0A7I2V4E4	EIF4H	This study	1
A0A7I2V4F0	DDX1	This study	1
A0A7I2V4V1	PPIA	This study	1
A0A7I2V4Y9	DCTN2	This study	1
A0A7I2V539	NMT1	This study	1
A0A7I2V597	BCL2L1	This study	1
A0A7I2V5C5	CTSC	This study	1
A0A7I2V5H2	PITRM1	This study	1
A0A7I2V5M5	NCL	This study	1
A0A7I2V5R1	NEK9	This study	1
A0A7I2V5S2	NPM1	This study	1
A0A7I2V5W9	PABPC4	This study	1
A0A7I2V5Y5	KIF23	This study	1
A0A7I2V647	G3BP2	This study	1
A0A7I2V675	GSK3B	This study	1
A0A7I2YQ74	UGP2	This study	1
A0A7I2YQD8	NDUFS2	This study	1
A0A7I2YQF8	EIF3I	This study	1
A0A7I2YQG2	RPL19	This study	1
A0A7I2YQK0	GSK3B	This study	1
A0A7I2YQL3	WDR26	This study	1
A0A7I2YQN2	SYNCRIP	This study	1
A0A7I2YQU0	NDUFA10	This study	1
A0A7I2YQV8	SYNCRIP	This study	1
A0A7L9R2Q4	AQP1	Uniprot	1
A0A7P0MPN9	CTSE	This study	1
A0A7P0MXI9	TMEM67	This study	1
A0A7P0N5L0	R3HCC1	This study	1
A0A7P0SXD0	WDR26	This study	1
A0A7P0T808	PIP5K1C	This study	1
A0A7P0T811	AREL1	This study	1
A0A7P0T861	CALR	This study	1
A0A7P0T865	TBC1D20	This study	1
A0A7P0T8A7	BSG	This study	1
A0A7P0T8D4	SNX9	This study	1
A0A7P0T8R1	ALS2	This study	1
A0A7P0T906	NAXD	This study	1
A0A7P0T938	BLTP1	This study	1
A0A7P0T943	HYCC1	This study	1
A0A7P0T997	DLAT	This study	1
A0A7P0T9A7	ADSL	This study	1
A0A7P0T9C1	ARL13B	This study	1
A0A7P0T9C4	DYNC1H1	This study	1
A0A7P0T9D8	NAXD	This study	1
A0A7P0T9I9	NAMPT	This study	1
A0A7P0T9L3	CUL4B	This study	1
A0A7P0T9R7	TOP1	This study	1
A0A7P0T9U5	ALS2	This study	1
A0A7P0TA05	SIRT5	This study	1
A0A7P0TA35	P4HB	This study	1
A0A7P0TA76	ACSL3	This study	1
A0A7P0TA78	HTT	This study	1
A0A7P0TA85	BSG	This study	1
A0A7P0TA97	P4HB	This study	1
A0A7P0TAB4	BACE1	This study	1
A0A7P0TAC3	C1orf174	This study	1
A0A7P0TAC5	HTT	This study	1
A0A7P0TAE1	HSP90B1	This study	1
A0A7P0TAQ9	DNAJC10	This study	1
A0A7P0TAU8	OAS3	This study	1
A0A7P0TB27	ALG5	This study	1
A0A7P0TB41	CTSZ	This study	1
A0A7P0TBA9	EIF2AK2	This study	1
A0A7P0TBC5	ANO6	This study	1
A0A7P0TBP9	IFIT5	This study	1
A0A7P0Z436	WDR62	This study	1
A0A7P0Z441	AGT	This study	1
A0A7P0Z449	ALG8	This study	1
A0A7P0Z481	HMGCR	This study	1
A0A7P0Z497	PPIB	This study	1
A0A7P0Z4A5	SNX9	This study	1
A0A7P0Z4C3	DCTN1	This study	1
A0A7S8MU46	RHAG	Uniprot	1
A0A7S8RFX7	RHAG	Uniprot	1
A0A7S8RGC4	RHAG	Uniprot	1
A0A804CD06	PTPA	This study	1
A0A804HHU9	STAMBP	This study	1
A0A804HHW5	HSD17B10	This study	1
A0A804HHW9	IARS1	This study	1
A0A804HI41	GNPTG	This study	1
A0A804HI95	ACTN2	This study	1
A0A804HIA4	FHAD1	This study	1
A0A804HIB8	TTC1	This study	1
A0A804HIJ2	STAMBP	This study	1
A0A804HIS2	MAP4K5	This study	1
A0A804HJG7	CLASP2	This study	1
A0A804HJM6	AKT1	This study	1
A0A804HJX8	HECTD4	This study	1
A0A804HK11	BSCL2	This study	1
A0A804HK65	HSD17B4	This study	1
A0A804HK81	NPIPB4	This study	1
A0A804HKA7	PMM2	This study	1
A0A804HKC5	TTC1	This study	1
A0A804HKD7	RABGAP1L	This study	1
A0A804HKE0	GLUD1	This study	1
A0A804HKI5	FRMPD3	This study	1
A0A804HKZ7	ZDHHC6	This study	1
A0A804HL40	LRPPRC	This study	1
A0A804HL81	ETFDH	This study	1
A0A8C8KJP3	CRELD1	This study	1
A0A8C8N694	MIB2	This study	1
A0A8C8PVM5	MR1	This study	1
A0A8D5ZBQ7	RHAG	Uniprot	1
A0A8I5KNB7	POMGNT1	This study	1
A0A8I5KQ02	SBF2	This study	1
A0A8I5KQ21	KRAS	This study	1
A0A8I5KQF7	NDUFB11	This study	1
A0A8I5KQH9	GOLGA3	This study	1
A0A8I5KQI9	NEK5	This study	1
A0A8I5KQX5	IKBKG	This study	1
A0A8I5KRF5	CWC27	This study	1
A0A8I5KRG1	DCAF7	This study	1
A0A8I5KRK1	RAB3GAP2	This study	1
A0A8I5KSF9	PTEN	This study	1
A0A8I5KT08	USP19	This study	1
A0A8I5KT88	PDIA3	This study	1
A0A8I5KTP7	SLC25A26	This study	1
A0A8I5KTQ1	MYLK	This study	1
A0A8I5KTZ9	FMR1	This study	1
A0A8I5KU76	ERP44	This study	1
A0A8I5KU87	SBF1	This study	1
A0A8I5KUD9	SHOC2	This study	1
A0A8I5KUH0	VCF2	This study	1
A0A8I5KUU7	DDX10	This study	1
A0A8I5KV30	FOXRED2	This study	1
A0A8I5KV50	USP19	This study	1
A0A8I5KV92	EIF4G3	This study	1
A0A8I5KVV1	AFG3L2	This study	1
A0A8I5KW55	EMC1	This study	1
A0A8I5KWT8	MYH9	This study	1
A0A8I5KWU3	LARP1	This study	1
A0A8I5KX71	FKBP15	This study	1
A0A8I5KXR3	KMT2A	This study	1
A0A8I5KXR5	TANC2	This study	1
A0A8I5KXV0	ATP7A	This study	1
A0A8I5KXX8	SBF1	This study	1
A0A8I5KY61	SBF1	This study	1
A0A8I5KYJ3	ERMP1	This study	1
A0A8I5KYP7	ETFA	This study	1
A0A8I5KYU1	CYB5R3	This study	1
A0A8I5KZ24	ATE1	This study	1
A0A8I5KZ40	RAPGEF2	This study	1
A0A8I5KZ50	RGS7	This study	1
A0A8I5QJC0	KIDINS220	This study	1
A0A8I5QJC8	CHPF	This study	1
A0A8I5QJL1	MTM1	This study	1
A0A8I5QJX7	ARF6	This study	1
A0A8I5QKK6	PNKD	This study	1
A0A8I5QKN7	CYB5B	This study	1
A0A8J8YVX4	ODF2	This study	1
A0A8J8YWN6	CYB5R3	This study	1
A0A8J9BZL8	GOLGA2	This study	1
A0A8Q3SHQ2	MYCBP2	This study	1
A0A8Q3SI00	CASP1	This study	1
A0A8Q3SI33	C1QB	This study	1
A0A8Q3SI35	BTK	This study	1
A0A8Q3SI63	C1QA	This study	1
A0A8Q3SI81	AFTPH	This study	1
A0A8Q3SI83	PDE4DIP	This study	1
A0A8Q3SI95	C9	This study	1
A0A8Q3SIA9	ADA	This study	1
A0A8Q3SIL6	UBE2A	This study	1
A0A8Q3SIR6	FAS	This study	1
A0A8Q3SIW4	TPTE2	This study	1
A0A8Q3SJ84	CASP10	This study	1
A0A8Q3WK80	MAT2B	This study	1
A0A8Q3WKJ9	AP3B1	This study	1
A0A8Q3WKK5	NUP58	This study	1
A0A8Q3WKN4	C8A	This study	1
A0A8Q3WKP3	CD40	This study	1
A0A8Q3WKT3	RBFOX2	Uniprot	1
A0A8Q3WKT6	CD55	This study	1
A0A8Q3WKW7	CFH	This study	1
A0A8Q3WL04	NF1	This study	1
A0A8Q3WL26	CYBA	This study	1
A0A8Q3WL56	C8B	This study	1
A0A8Q3WLP2	NUP54	This study	1
A0A8Q3WLY9	MELTF	This study	1
A0A8Q3WM30	IL17RC	This study	1
A0A8V8N8P9	INAVA	This study	1
A0A8V8TKT5	STK39	This study	1
A0A8V8TL08	HDAC6	This study	1
A0A8V8TL10	PIK3R1	This study	1
