module,uniprot_id,gene,group,z
blue,Q9Y5Y2,NUBP2,LR_T1,-0.1281828380621542
blue,Q9Y6B6,SAR1B,LR_T1,0.277604733659853
blue,A1L0T0,ILVBL,LR_T2,-0.3676295129382196
blue,A6NNS2,DHRS7C,LR_T2,-0.21797305489570656
blue,O00159,MYO1C,LR_T2,0.461516808047999
blue,O00410,IPO5,LR_T2,-0.427274802284791
blue,O00429,DNM1L,LR_T2,0.3926618761723006
blue,O00442,RTCA,LR_T2,0.34278947324250725
blue,O00505,KPNA3,LR_T2,-0.017714313757306817
blue,O00571,DDX3X,LR_T2,0.16216766241261496
blue,O14653,GOSR2,LR_T2,0.23358705984122557
blue,O14874,BCKDK,LR_T2,-0.043903304719352484
blue,O14957,UQCR11,LR_T2,-0.07020302575082256
blue,O14980,XPO1,LR_T2,0.2193905064944151
blue,O14983,ATP2A1,LR_T2,-0.27345706091353017
blue,O15144,ARPC2,LR_T2,0.030716226346114886
blue,O15145,ARPC3,LR_T2,0.007211929738138001
blue,O15371,EIF3D,LR_T2,0.25285256679232243
blue,O43414,ERI3,LR_T2,-0.30595925950523767
blue,O43598,DNPH1,LR_T2,0.26677845735928124
blue,O43615,TIMM44,LR_T2,0.016727943010210904
blue,O43813,LANCL1,LR_T2,0.024845283743593932
blue,O60237,PPP1R12B,LR_T2,0.028148734911856668
blue,O60256,PRPSAP2,LR_T2,-0.7972110270365095
blue,O60313,OPA1,LR_T2,0.21169452957840518
blue,O60506,SYNCRIP,LR_T2,-0.19584103632813432
blue,O60610,DIAPH1,LR_T2,-0.4735938357831425
blue,O60784,TOM1,LR_T2,0.17020759769969038
blue,O60884,DNAJA2,LR_T2,0.12347781573463106
blue,O75027,ABCB7,LR_T2,-0.7936335489708576
blue,O75208,COQ9,LR_T2,0.4243409118079866
blue,O75380,NDUFS6,LR_T2,0.273364688494247
blue,O75431,MTX2,LR_T2,0.16792901171407237
blue,O75439,PMPCB,LR_T2,0.5699299410906513
blue,O75663,TIPRL,LR_T2,0.1708543473235411
blue,O75915,ARL6IP5,LR_T2,-9.715837816526851e-4
blue,O75935,DCTN3,LR_T2,0.8177538616522971
blue,O94811,TPPP,LR_T2,-0.3951447790740938
blue,O94826,TOMM70,LR_T2,0.4579198009132821
blue,O94903,PLPBP,LR_T2,0.4229536776050977
blue,O95376,ARIH2,LR_T2,0.03975879448285736
blue,O95433,AHSA1,LR_T2,-0.1531113416468834
blue,P00395,MT-CO1,LR_T2,-0.11889567884701353
blue,P02750,LRG1,LR_T2,-0.35737766144274785
blue,P02751,FN1,LR_T2,-0.3311721886228945
blue,P04406,GAPDH,LR_T2,0.16283009495485257
blue,P04843,RPN1,LR_T2,-0.1401645583409811
blue,P04844,RPN2,LR_T2,-0.04851671998519788
blue,P05386,RPLP1,LR_T2,-0.15401904755750578
blue,P05452,CLEC3B,LR_T2,0.1399634149122872
blue,P05455,SSB,LR_T2,0.29411008205503975
blue,P06748,NPM1,LR_T2,-0.694616471271749
blue,P07339,CTSD,LR_T2,-0.05968837579991144
blue,P07741,APRT,LR_T2,-0.03759134178690607
blue,P08574,CYC1,LR_T2,0.39183766967162537
blue,P08708,RPS17,LR_T2,-0.14239665372503174
blue,P10155,RO60,LR_T2,0.17915398921141273
blue,P11182,DBT,LR_T2,0.31205947106015886
blue,P11586,MTHFD1,LR_T2,-0.27843730058140986
blue,P11940,PABPC1,LR_T2,0.24287792838441052
blue,P13010,XRCC5,LR_T2,0.14053499330131755
blue,P13473,LAMP2,LR_T2,0.3745649827730963
blue,P14618,PKM,LR_T2,0.21051240266853227
blue,P15880,RPS2,LR_T2,0.46930417053783746
blue,P16671,CD36,LR_T2,0.20279238569228525
blue,P17612,PRKACA,LR_T2,-0.04726338040799969
blue,P17812,CTPS1,LR_T2,0.36085776864546326
blue,P17980,PSMC3,LR_T2,-0.03342552151841788
blue,P19971,TYMP,LR_T2,0.25301429732930836
blue,P20774,OGN,LR_T2,0.3143121022691937
blue,P21333,FLNA,LR_T2,-0.17722077488086987
blue,P21399,ACO1,LR_T2,0.04423595572210581
blue,P21953,BCKDHB,LR_T2,0.17923500140753404
blue,P21980,TGM2,LR_T2,0.2778270700248855
blue,P22570,FDXR,LR_T2,-0.00392005187495423
blue,P23786,CPT2,LR_T2,0.2441437986910942
blue,P24534,EEF1B2,LR_T2,0.03541856567067888
blue,P25311,AZGP1,LR_T2,-0.2578205555248443
blue,P25787,PSMA2,LR_T2,0.04244197676417906
blue,P26599,PTBP1,LR_T2,-0.5082418315143735
blue,P28482,MAPK1,LR_T2,0.19563246698211148
blue,P30084,ECHS1,LR_T2,0.4669872974839495
blue,P30085,CMPK1,LR_T2,-0.2854798306172658
blue,P30153,PPP2R1A,LR_T2,0.04469407255079243
blue,P30419,NMT1,LR_T2,-0.3924636597703302
blue,P30536,TSPO,LR_T2,0.42393729980760664
blue,P30566,ADSL,LR_T2,0.02331143577598238
blue,P31040,SDHA,LR_T2,0.8417473643820642
blue,P31939,ATIC,LR_T2,-0.3209857644412889
blue,P31942,HNRNPH3,LR_T2,0.05964552220026745
blue,P34897,SHMT2,LR_T2,0.21565948108086272
blue,P35241,RDX,LR_T2,0.07365441306941456
blue,P35270,SPR,LR_T2,0.34503095534988026
blue,P35998,PSMC2,LR_T2,-0.1123004777380345
blue,P36543,ATP6V1E1,LR_T2,-0.07989207472561535
blue,P38159,RBMX,LR_T2,-0.2447592029968802
blue,P40227,CCT6A,LR_T2,-0.15980556229207904
blue,P40939,HADHA,LR_T2,0.7766724925508943
blue,P41250,GARS1,LR_T2,-0.08011451198561641
blue,P42704,LRPPRC,LR_T2,0.49843966682287555
blue,P42765,ACAA2,LR_T2,0.43532975437112487
blue,P43686,PSMC4,LR_T2,0.394001982948958
blue,P45984,MAPK9,LR_T2,0.2739420075048359
blue,P45985,MAP2K4,LR_T2,0.28999929213474596
blue,P46782,RPS5,LR_T2,0.06357882223261171
blue,P46783,RPS10,LR_T2,0.051855941925288807
blue,P49023,PXN,LR_T2,0.14094415546053424
blue,P49354,FNTA,LR_T2,0.26171122275460373
blue,P49441,INPP1,LR_T2,0.374188656889552
blue,P49591,SARS1,LR_T2,-0.20674197098433872
blue,P50583,NUDT2,LR_T2,0.20173178907251232
blue,P50995,ANXA11,LR_T2,0.10999553094052479
blue,P51570,GALK1,LR_T2,-0.25512265016089397
blue,P51648,ALDH3A2,LR_T2,-0.007080604809265381
blue,P52788,SMS,LR_T2,-0.0033370022143206363
blue,P53618,COPB1,LR_T2,0.5439681681981378
blue,P53990,IST1,LR_T2,0.001228981745158203
blue,P54619,PRKAG1,LR_T2,0.23782935462112131
blue,P54819,AK2,LR_T2,0.3042620549581695
blue,P55010,EIF5,LR_T2,0.20186951096313527
blue,P55060,CSE1L,LR_T2,-0.27350617111901687
blue,P60953,CDC42,LR_T2,0.23625717771287402
blue,P61006,RAB8A,LR_T2,0.5601115501752438
blue,P61020,RAB5B,LR_T2,-0.0028545419976442332
blue,P61026,RAB10,LR_T2,-0.1424603566584339
blue,P61221,ABCE1,LR_T2,0.13699457927747016
blue,P61224,RAP1B,LR_T2,0.05336945315894023
blue,P61225,RAP2B,LR_T2,0.18712805741858318
blue,P61769,B2M,LR_T2,0.06901779945086728
blue,P61916,NPC2,LR_T2,-0.835226476489052
blue,P61923,COPZ1,LR_T2,-0.08497991737886472
blue,P62081,RPS7,LR_T2,0.08735333457727519
blue,P62140,PPP1CB,LR_T2,0.35716845190566815
blue,P62191,PSMC1,LR_T2,-0.2166798591435501
blue,P62253,UBE2G1,LR_T2,-0.136174984694617
blue,P62807,H2BC4,LR_T2,-0.3204265926669174
blue,P62841,RPS15,LR_T2,-0.365388419516562
blue,P62847,RPS24,LR_T2,0.2155027351468612
blue,P62879,GNB2,LR_T2,0.6006076128700786
blue,P63104,YWHAZ,LR_T2,-0.18026642839920207
blue,P68036,UBE2L3,LR_T2,-0.08437802364896786
blue,P78356,PIP4K2B,LR_T2,-0.24392175717989256
blue,P78371,CCT2,LR_T2,0.07361008236899046
blue,P78560,CRADD,LR_T2,-0.023609650002581223
blue,P82909,MRPS36,LR_T2,-0.3153389302571057
blue,P84085,ARF5,LR_T2,-0.1401426603029377
blue,Q00169,PITPNA,LR_T2,-0.7900276447755337
blue,Q00G26,PLIN5,LR_T2,0.08481325019978708
blue,Q02218,OGDH,LR_T2,0.8394837986758916
blue,Q02750,MAP2K1,LR_T2,0.16382281495714052
blue,Q02878,RPL6,LR_T2,0.05600795064871665
blue,Q02952,AKAP12,LR_T2,0.004821121511505405
blue,Q03135,CAV1,LR_T2,0.11342518948434224
blue,Q04837,SSBP1,LR_T2,0.591215699528457
blue,Q08623,PUDP,LR_T2,0.0693695999040514
blue,Q10567,AP1B1,LR_T2,0.13461051741101612
blue,Q10713,PMPCA,LR_T2,-0.09399391756339304
blue,Q13148,TARDBP,LR_T2,-0.2470905646966172
blue,Q13405,MRPL49,LR_T2,0.8432189028776148
blue,Q13424,SNTA1,LR_T2,0.07654631214766536
blue,Q13496,MTM1,LR_T2,-0.3426452172800698
blue,Q13526,PIN1,LR_T2,-0.294376343362156
blue,Q13557,CAMK2D,LR_T2,0.04847893761884359
blue,Q13564,NAE1,LR_T2,0.2637099241323681
blue,Q13619,CUL4A,LR_T2,0.21478172682534552
blue,Q13620,CUL4B,LR_T2,-0.30090098184885294
blue,Q13724,MOGS,LR_T2,-0.17116033182995427
blue,Q13976,PRKG1,LR_T2,0.07390540687579833
blue,Q14011,CIRBP,LR_T2,-0.5595901586717493
blue,Q14108,SCARB2,LR_T2,0.19236495768763756
blue,Q14558,PRPSAP1,LR_T2,-0.08092322495951444
blue,Q14914,PTGR1,LR_T2,0.14247319899009236
blue,Q14974,KPNB1,LR_T2,-0.16317594227946447
blue,Q15121,PEA15,LR_T2,-0.16013155790444855
blue,Q15363,TMED2,LR_T2,-0.1494695636845363
blue,Q15642,TRIP10,LR_T2,-0.031917011018583775
blue,Q16718,NDUFA5,LR_T2,0.4801621995811876
blue,Q16740,CLPP,LR_T2,-0.40912803542228204
blue,Q16795,NDUFA9,LR_T2,0.18041104380438847
blue,Q16836,HADH,LR_T2,0.25933849773415507
blue,Q2TAA2,IAH1,LR_T2,-0.05213323130061703
blue,Q5VYK3,ECPAS,LR_T2,0.08681704462186973
blue,Q5XKP0,MICOS13,LR_T2,-0.19317264236508527
blue,Q6DKJ4,NXN,LR_T2,0.055561388343039586
blue,Q6IBS0,TWF2,LR_T2,-0.19399387356023365
blue,Q6JQN1,ACAD10,LR_T2,-0.20352043601517286
blue,Q6UW78,UQCC3,LR_T2,0.2510217808183166
blue,Q7KZF4,SND1,LR_T2,0.3280639152583186
blue,Q7L2H7,EIF3M,LR_T2,-0.39681438545305825
blue,Q86VS8,HOOK3,LR_T2,0.03617080913284228
blue,Q86VU5,COMTD1,LR_T2,-0.3834070751211607
blue,Q8IXM3,MRPL41,LR_T2,0.2228309953824167
blue,Q8IZ83,ALDH16A1,LR_T2,0.23413746154271148
blue,Q8N0U8,VKORC1L1,LR_T2,-0.4381741776822345
blue,Q8N142,ADSS1,LR_T2,0.1209873920211941
blue,Q8N766,EMC1,LR_T2,-0.2011150154389521
blue,Q8NBX0,SCCPDH,LR_T2,-0.07235764403106484
blue,Q8NHH9,ATL2,LR_T2,0.04092259628268265
blue,Q8TAT6,NPLOC4,LR_T2,-0.5391372676737234
blue,Q8TB37,NUBPL,LR_T2,0.4657755426711174
blue,Q8TCD5,NT5C,LR_T2,-0.11369173276864822
blue,Q92616,GCN1,LR_T2,0.2639585650491985
blue,Q92882,OSTF1,LR_T2,-0.36505449058091927
blue,Q93008,USP9X,LR_T2,0.3317475190553258
blue,Q93034,CUL5,LR_T2,0.07415329132227447
blue,Q969Q5,RAB24,LR_T2,0.3731710071958896
blue,Q96AB3,ISOC2,LR_T2,0.22098865538781062
blue,Q96AC1,FERMT2,LR_T2,0.22314556807416092
blue,Q96AQ6,PBXIP1,LR_T2,0.10771336081244967
blue,Q96C23,GALM,LR_T2,-0.09969998933253818
blue,Q96C90,PPP1R14B,LR_T2,0.13574132874535505
blue,Q96CV9,OPTN,LR_T2,-0.0275226543287123
blue,Q96EY7,PTCD3,LR_T2,0.21109199488118197
blue,Q96FV2,SCRN2,LR_T2,-0.029137998712121745
blue,Q96GG9,DCUN1D1,LR_T2,-0.48181404479301526
blue,Q96HY7,DHTKD1,LR_T2,0.23780847245087203
blue,Q96I23,PYURF,LR_T2,0.2742273578640979
blue,Q96MF6,COQ10A,LR_T2,0.08531408260180592
blue,Q96PE7,MCEE,LR_T2,0.20976672058987844
blue,Q96RQ3,MCCC1,LR_T2,-0.30057023694724855
blue,Q99460,PSMD1,LR_T2,-0.15445626725459471
blue,Q99471,PFDN5,LR_T2,0.05428874240369867
blue,Q99598,TSNAX,LR_T2,-0.337994254102485
blue,Q99685,MGLL,LR_T2,-0.2011762807426265
blue,Q99757,TXN2,LR_T2,0.6080560466934332
blue,Q99829,CPNE1,LR_T2,-0.1442302677441252
blue,Q99832,CCT7,LR_T2,-0.1275108689647656
blue,Q9BR39,JPH2,LR_T2,0.13215123435004314
blue,Q9BRF8,CPPED1,LR_T2,-0.08783359847456912
blue,Q9BS92,NIPSNAP3B,LR_T2,0.36185506706574666
blue,Q9BTT0,ANP32E,LR_T2,0.03574036996323324
blue,Q9BWH2,FUNDC2,LR_T2,0.1260365990446094
blue,Q9BXW6,OSBPL1A,LR_T2,-0.4146179629038214
blue,Q9BXW7,HDHD5,LR_T2,0.30499820853303317
blue,Q9BYD1,MRPL13,LR_T2,-0.19655501585684573
blue,Q9BYD2,MRPL9,LR_T2,0.1658613474262549
blue,Q9BYT8,NLN,LR_T2,0.07276550565924655
blue,Q9BYV2,TRIM54,LR_T2,-0.4568389360456946
blue,Q9H061,TMEM126A,LR_T2,0.19358697936185332
blue,Q9H1K1,ISCU,LR_T2,0.5621347183450818
blue,Q9H477,RBKS,LR_T2,0.12608714918715958
blue,Q9H6F2,TMEM38A,LR_T2,-0.3414047858064603
blue,Q9H9J2,MRPL44,LR_T2,-0.638666872461906
blue,Q9HBH5,RDH14,LR_T2,-0.23821424532186283
blue,Q9HBI1,PARVB,LR_T2,0.09304785681347906
blue,Q9HDC9,APMAP,LR_T2,-0.3011246746361998
blue,Q9NPJ3,ACOT13,LR_T2,0.4865117751433175
blue,Q9NPL8,TIMMDC1,LR_T2,0.34764078976641566
blue,Q9NPQ8,RIC8A,LR_T2,-0.14564585465370805
blue,Q9NQ50,MRPL40,LR_T2,-0.017468709829193255
blue,Q9NQC3,RTN4,LR_T2,0.2104919731670632
blue,Q9NR56,MBNL1,LR_T2,-0.2833673479150148
blue,Q9NRG7,SDR39U1,LR_T2,0.4020459242435635
blue,Q9NTG7,SIRT3,LR_T2,0.26869615339064107
blue,Q9NTK5,OLA1,LR_T2,0.053586486327827434
blue,Q9NTX5,ECHDC1,LR_T2,0.03764986196188763
blue,Q9NUJ1,ABHD10,LR_T2,0.020213605257628435
blue,Q9NVA2,SEPTIN11,LR_T2,-0.068531963066046
blue,Q9NZN4,EHD2,LR_T2,0.19672539287616372
blue,Q9P0S9,TMEM14C,LR_T2,0.06220245629169931
blue,Q9P0U1,TOMM7,LR_T2,0.1356059160324006
blue,Q9UBB4,ATXN10,LR_T2,0.22744310469429146
blue,Q9UHD1,CHORDC1,LR_T2,0.391148389448257
blue,Q9UI12,ATP6V1H,LR_T2,0.14423936387936054
blue,Q9UIQ6,LNPEP,LR_T2,-0.5799398710080195
blue,Q9UL25,RAB21,LR_T2,0.0016121473898778535
blue,Q9UL46,PSME2,LR_T2,0.08653591586272037
blue,Q9ULC4,MCTS1,LR_T2,0.26462851849956776
blue,Q9UNM6,PSMD13,LR_T2,0.0024667451513145887
blue,Q9Y241,HIGD1A,LR_T2,-0.24977097259885842
blue,Q9Y263,PLAA,LR_T2,0.3547132180406242
blue,Q9Y276,BCS1L,LR_T2,0.14589237017647694
blue,Q9Y285,FARSA,LR_T2,-0.14674356479053524
blue,Q9Y295,DRG1,LR_T2,0.06848196162767228
blue,Q9Y2Z9,COQ6,LR_T2,0.11264982616212599
blue,Q9Y305,ACOT9,LR_T2,-0.048493602816202616
blue,Q9Y333,LSM2,LR_T2,-0.5332680916693325
blue,Q9Y376,CAB39,LR_T2,-0.386278262167225
blue,Q9Y3D6,FIS1,LR_T2,0.38839379000263363
blue,Q9Y3I1,FBXO7,LR_T2,-0.05447913026110911
blue,Q9Y4L1,HYOU1,LR_T2,-0.5246479491336762
blue,Q9Y5U8,MPC1,LR_T2,0.32256150244822196
blue,Q9Y5Y2,NUBP2,LR_T2,-0.1413896719521569
blue,Q9Y6B6,SAR1B,LR_T2,0.18626698820210805
brown,A0FGR8,ESYT2,HR_T1,0.4363147084661347
brown,O00299,CLIC1,HR_T1,-0.19206042297644083
brown,O14950,MYL12B,HR_T1,-0.1283422512483617
brown,O15498,YKT6,HR_T1,0.3220627557830759
brown,O43237,DYNC1LI2,HR_T1,-0.17389815481146886
brown,O43491,EPB41L2,HR_T1,0.05536518569082692
brown,O60749,SNX2,HR_T1,0.020183274186810714
brown,O75340,PDCD6,HR_T1,0.08188305357682722
brown,O75368,SH3BGRL,HR_T1,0.2589339646289499
brown,O95336,PGLS,HR_T1,-0.08860692908108768
brown,O95782,AP2A1,HR_T1,-0.6216508492247375
brown,O95865,DDAH2,HR_T1,-0.050891000561867315
brown,P00325,ADH1B,HR_T1,0.12448239943314153
brown,P00488,F13A1,HR_T1,-0.5714215835287095
brown,P01889,HLA-B,HR_T1,0.15340496555885438
brown,P01903,HLA-DRA,HR_T1,0.03161660613834403
brown,P04083,ANXA1,HR_T1,-0.056515769073098
brown,P04216,THY1,HR_T1,0.333460965971436
brown,P04439,HLA-A,HR_T1,0.04175883655749159
brown,P04899,GNAI2,HR_T1,-0.4981611732850731
brown,P05556,ITGB1,HR_T1,-0.424798703979928
brown,P06396,GSN,HR_T1,0.08296350233247123
brown,P06703,S100A6,HR_T1,0.31460447569134614
brown,P07237,P4HB,HR_T1,0.279841956939039
brown,P07355,ANXA2,HR_T1,0.3822248478815667
brown,P07384,CAPN1,HR_T1,0.39860172693527446
brown,P07437,TUBB,HR_T1,-0.17103451784958112
brown,P07585,DCN,HR_T1,0.04833472099646468
brown,P07858,CTSB,HR_T1,-0.05704312106790547
brown,P07910,HNRNPC,HR_T1,-0.13582120933067854
brown,P08133,ANXA6,HR_T1,-0.12533893266042284
brown,P08670,VIM,HR_T1,0.07831223314105272
brown,P08758,ANXA5,HR_T1,0.3727436127631463
brown,P09211,GSTP1,HR_T1,0.500175663253669
brown,P09525,ANXA4,HR_T1,0.44876198470721457
brown,P09936,UCHL1,HR_T1,0.34465927457984097
brown,P10321,HLA-C,HR_T1,0.6069753145435779
brown,P11021,HSPA5,HR_T1,-0.3013914340373366
brown,P11766,ADH5,HR_T1,0.2587471304097662
brown,P13164,IFITM1,HR_T1,-0.2087958800390919
brown,P13489,RNH1,HR_T1,0.42807507585177634
brown,P13667,PDIA4,HR_T1,-0.02455816502966809
brown,P13796,LCP1,HR_T1,-0.40209721832980116
brown,P13797,PLS3,HR_T1,0.12694376710065888
brown,P14314,PRKCSH,HR_T1,0.2614066318060679
brown,P14550,AKR1A1,HR_T1,-0.020800304636004442
brown,P14625,HSP90B1,HR_T1,0.1265411367635305
brown,P15088,CPA3,HR_T1,0.14866677781048918
brown,P15090,FABP4,HR_T1,0.5484411720937398
brown,P16152,CBR1,HR_T1,-0.10342217231624648
brown,P17655,CAPN2,HR_T1,-0.012881499405278354
brown,P17931,LGALS3,HR_T1,0.1946909016563191
brown,P20231,TPSB2,HR_T1,-0.14729931696717574
brown,P20962,PTMS,HR_T1,-0.08731031366281419
brown,P21291,CSRP1,HR_T1,-0.12436551182759918
brown,P21926,CD9,HR_T1,-0.4481061850691629
brown,P22314,UBA1,HR_T1,0.5099569303507075
brown,P22352,GPX3,HR_T1,0.03553341632674261
brown,P23142,FBLN1,HR_T1,0.44607997316560716
brown,P23284,PPIB,HR_T1,-0.3210445670631659
brown,P23634,ATP2B4,HR_T1,0.48822291627397485
brown,P26038,MSN,HR_T1,0.02768351991214982
brown,P26447,S100A4,HR_T1,-0.0014542738055140978
brown,P26639,TARS1,HR_T1,-0.2622565583720119
brown,P27348,YWHAQ,HR_T1,-0.48526078476064266
brown,P27695,APEX1,HR_T1,-0.20493200722531948
brown,P27824,CANX,HR_T1,0.2181366276065068
brown,P28838,LAP3,HR_T1,0.10406331684949835
brown,P29401,TKT,HR_T1,-0.3412951836077079
brown,P29966,MARCKS,HR_T1,-0.04484031224650504
brown,P29992,GNA11,HR_T1,-0.10002896348462498
brown,P30101,PDIA3,HR_T1,0.12089006463377239
brown,P31949,S100A11,HR_T1,-0.02043620671321305
brown,P35579,MYH9,HR_T1,0.01849673608482432
brown,P35606,COPB2,HR_T1,-0.359961573550279
brown,P35749,MYH11,HR_T1,-0.019049427214026377
brown,P36955,SERPINF1,HR_T1,-0.5300498674229903
brown,P37235,HPCAL1,HR_T1,0.560582782963824
brown,P37802,TAGLN2,HR_T1,-0.2821346390605563
brown,P39687,ANP32A,HR_T1,0.04696333723214358
brown,P40261,NNMT,HR_T1,-0.26783410323826223
brown,P46940,IQGAP1,HR_T1,-0.2560686684526885
brown,P49589,CARS1,HR_T1,0.21864555854783593
brown,P49755,TMED10,HR_T1,0.2032718300570576
brown,P50238,CRIP1,HR_T1,-0.10714842340867715
brown,P51149,RAB7A,HR_T1,-0.6568256641383351
brown,P51636,CAV2,HR_T1,0.059146316094503645
brown,P51858,HDGF,HR_T1,0.028963667428592722
brown,P51884,LUM,HR_T1,0.5367592987898328
brown,P51888,PRELP,HR_T1,0.19520623380927635
brown,P52565,ARHGDIA,HR_T1,0.2692232090365099
brown,P52566,ARHGDIB,HR_T1,-0.14374007437761246
brown,P52943,CRIP2,HR_T1,-0.18740392515583454
brown,P55042,RRAD,HR_T1,-0.20610208513838826
brown,P55083,MFAP4,HR_T1,0.6480644364787173
brown,P59666,DEFA3,HR_T1,-0.21125510477340412
brown,P59998,ARPC4,HR_T1,-0.2650794989620111
brown,P60033,CD81,HR_T1,0.30579764886274674
brown,P60903,S100A10,HR_T1,0.08772207552050985
brown,P60981,DSTN,HR_T1,-0.21341892043916408
brown,P61158,ACTR3,HR_T1,-0.4776146142168746
brown,P61160,ACTR2,HR_T1,-0.5182998595648437
brown,P61960,UFM1,HR_T1,-0.22607899942692203
brown,P61978,HNRNPK,HR_T1,0.3029365927659749
brown,P62820,RAB1A,HR_T1,0.7016693134746051
brown,P62873,GNB1,HR_T1,-0.3084955418035366
brown,P63027,VAMP2,HR_T1,-0.2677814126626013
brown,P63208,SKP1,HR_T1,0.1685599891320122
brown,P67936,TPM4,HR_T1,-0.08173984542808922
brown,P68363,TUBA1B,HR_T1,-0.016929465042580187
brown,P84157,MXRA7,HR_T1,0.01966206203216116
brown,P98095,FBLN2,HR_T1,0.09954976473684432
brown,Q00610,CLTC,HR_T1,-0.26706772729768263
brown,Q01105,SET,HR_T1,-0.0370471902984364
brown,Q01518,CAP1,HR_T1,-0.3210511794584473
brown,Q01995,TAGLN,HR_T1,-0.03482367625458057
brown,Q05682,CALD1,HR_T1,0.1291097886295181
brown,Q06323,PSME1,HR_T1,-0.11472552337638045
brown,Q07960,ARHGAP1,HR_T1,-0.034410464050994426
brown,Q08380,LGALS3BP,HR_T1,-0.1927302620594393
brown,Q09666,AHNAK,HR_T1,-0.3497145786366011
brown,Q12988,HSPB3,HR_T1,0.5332756598094214
brown,Q13418,ILK,HR_T1,-0.29873710904369283
brown,Q13813,SPTAN1,HR_T1,0.09099824291682244
brown,Q13885,TUBB2A,HR_T1,0.27283821975036593
brown,Q14118,DAG1,HR_T1,0.08478736421075912
brown,Q14697,GANAB,HR_T1,-0.023603863314102597
brown,Q14847,LASP1,HR_T1,-0.3999940856473496
brown,Q15019,SEPTIN2,HR_T1,-0.050138552671481006
brown,Q15084,PDIA6,HR_T1,0.007215813399954791
brown,Q15404,RSU1,HR_T1,-0.3101850711429303
brown,Q15691,MAPRE1,HR_T1,0.07292870428693919
brown,Q15836,VAMP3,HR_T1,0.12261909352494141
brown,Q15847,ADIRF,HR_T1,-0.4174563548949461
brown,Q15907,RAB11B,HR_T1,0.32774183389032746
brown,Q15942,ZYX,HR_T1,-0.875226134324356
brown,Q16181,SEPTIN7,HR_T1,-0.11970605581401075
brown,Q16555,DPYSL2,HR_T1,0.09903840720271796
brown,Q16658,FSCN1,HR_T1,-0.3028404443610455
brown,Q16853,AOC3,HR_T1,0.5089416447658176
brown,Q30154,HLA-DRB5,HR_T1,-0.07255739622564554
brown,Q53GQ0,HSD17B12,HR_T1,0.17119073831052223
brown,Q5BKX8,CAVIN4,HR_T1,-0.2508753936175548
brown,Q709C8,VPS13C,HR_T1,0.6945144987244206
brown,Q7Z7F7,MRPL55,HR_T1,0.2880261000728451
brown,Q8IYS1,PM20D2,HR_T1,0.12014745118948691
brown,Q8TC12,RDH11,HR_T1,-0.7226971009839722
brown,Q8TCJ2,STT3B,HR_T1,0.11855232758514948
brown,Q8WZA9,IRGQ,HR_T1,0.48108716932599604
brown,Q93052,LPP,HR_T1,0.2608808355211794
brown,Q96CW1,AP2M1,HR_T1,0.28805638657464566
brown,Q96CX2,KCTD12,HR_T1,-0.22911185184126967
brown,Q96FQ6,S100A16,HR_T1,0.026379521656989428
brown,Q96KP4,CNDP2,HR_T1,0.7800654973697192
brown,Q96PU8,QKI,HR_T1,6.301622107660054e-5
brown,Q96QK1,VPS35,HR_T1,-0.3178663510971361
brown,Q99536,VAT1,HR_T1,-0.06067381965953727
brown,Q99584,S100A13,HR_T1,-0.056451650372759836
brown,Q9BUF5,TUBB6,HR_T1,-0.2400528731160574
brown,Q9BV68,RNF126,HR_T1,-0.24351939107215972
brown,Q9BVK6,TMED9,HR_T1,-0.1557502066340756
brown,Q9BW30,TPPP3,HR_T1,-0.06275044617384208
brown,Q9BXN1,ASPN,HR_T1,0.29633029793538623
brown,Q9H299,SH3BGRL3,HR_T1,0.015466101304959099
brown,Q9H3N1,TMX1,HR_T1,0.13325558806724716
brown,Q9H446,RWDD1,HR_T1,-0.10311922501644351
brown,Q9H4M9,EHD1,HR_T1,0.09587012295332753
brown,Q9H8Y8,GORASP2,HR_T1,0.11154442312521466
brown,Q9NPH2,ISYNA1,HR_T1,0.6547033347507577
brown,Q9NQ88,TIGAR,HR_T1,0.29420072300637884
brown,Q9NR45,NANS,HR_T1,-0.10554871308371307
brown,Q9NYU2,UGGT1,HR_T1,0.44541750935513985
brown,Q9UBI6,GNG12,HR_T1,0.344200527913234
brown,Q9UBT2,UBA2,HR_T1,-0.594956932985985
brown,Q9UBX5,FBLN5,HR_T1,-0.07918228158368897
brown,Q9UHD8,SEPTIN9,HR_T1,-0.34173184081972474
brown,Q9UJ70,NAGK,HR_T1,0.09688466659171054
brown,Q9Y2J8,PADI2,HR_T1,-0.09557416659404169
brown,Q9Y2Q5,LAMTOR2,HR_T1,-0.06321427024626447
brown,Q9Y316,MEMO1,HR_T1,0.34415748436201893
brown,Q9Y490,TLN1,HR_T1,-0.16759575874598445
brown,Q9Y696,CLIC4,HR_T1,-0.1498780064439415
brown,A0FGR8,ESYT2,HR_T2,0.05699095369785761
brown,O00299,CLIC1,HR_T2,-0.048143759899653436
brown,O14950,MYL12B,HR_T2,-0.026760362688684567
brown,O15498,YKT6,HR_T2,0.21966168727924953
brown,O43237,DYNC1LI2,HR_T2,0.458190371774896
brown,O43491,EPB41L2,HR_T2,0.5509601186556595
brown,O60749,SNX2,HR_T2,0.013737154735994421
brown,O75340,PDCD6,HR_T2,0.6250796827753592
brown,O75368,SH3BGRL,HR_T2,0.4790696684946097
