pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Inner Mitochondrial Membrane Organization,GO:BP,1.749,1.79,0.1484,0.2282,NS,24
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,Protein Localization To Cell Junction,GO:BP,-1.515,1.94,0.3974,0.1308,NS,16
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,Negative Regulation Of Cytokine Production,GO:BP,-1.713,-1.653,0.1509,0.2812,NS,27
GOBP_CALCINEURIN_MEDIATED_SIGNALING,Calcineurin Mediated Signaling,GO:BP,-1.476,-1.852,0.4443,0.2282,NS,11
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,Negative Regulation Of Hemopoiesis,GO:BP,-1.461,-1.853,0.4422,0.2282,NS,12
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,Regulation Of Calcineurin Mediated Signaling,GO:BP,-1.495,-1.788,0.4283,0.2578,NS,10
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,Fatty Acid Derivative Metabolic Process,GO:BP,1.441,1.823,0.4652,0.2463,NS,15
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,Regulation Of Calcium Mediated Signaling,GO:BP,-1.823,-1.44,0.1464,0.5203,NS,17
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,Regulation Of Leukocyte Differentiation,GO:BP,-1.442,-1.819,0.4205,0.2463,NS,23
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,Establishment Of Protein Localization To M...,GO:BP,1.602,1.621,0.3696,0.3483,NS,14
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,Calcium Ion Transmembrane Import Into Cytosol,GO:BP,-1.585,-1.626,0.2585,0.2805,NS,37
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,Regulation Of Protein Serine Threonine Kin...,GO:BP,-1.302,-1.904,0.5531,0.1937,NS,16
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,Fatty Acid Derivative Biosynthetic Process,GO:BP,1.594,1.61,0.3825,0.3761,NS,11
GOBP_PEPTIDE_METABOLIC_PROCESS,Peptide Metabolic Process,GO:BP,-1.727,-1.467,0.2269,0.5203,NS,15
GOBP_RESPONSE_TO_UV,Response To Uv,GO:BP,-1.335,-1.844,0.5016,0.2282,NS,23
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,Endoplasmic Reticulum Organization,GO:BP,-1.439,-1.736,0.4245,0.2578,NS,23
GOBP_IMP_METABOLIC_PROCESS,Imp Metabolic Process,GO:BP,-1.329,-1.816,0.5321,0.2578,NS,14
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,Amyloid Precursor Protein Metabolic Process,GO:BP,-1.485,-1.623,0.4242,0.3677,NS,12
GOBP_RESPONSE_TO_CADMIUM_ION,Response To Cadmium Ion,GO:BP,-1.405,-1.703,0.4819,0.2812,NS,11
GOBP_NEURON_PROJECTION_GUIDANCE,Neuron Projection Guidance,GO:BP,1.281,1.811,0.5762,0.2463,NS,13
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Regulation Of Nucleocytoplasmic Transport,GO:BP,-1.539,-1.552,0.3696,0.3761,NS,24
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,Amyloid Precursor Protein Catabolic Process,GO:BP,-1.448,-1.637,0.4653,0.3659,NS,11
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Extrinsic Apoptotic...,GO:BP,-1.773,-1.311,0.1575,0.6665,NS,17
GOBP_UBIQUINONE_METABOLIC_PROCESS,Ubiquinone Metabolic Process,GO:BP,1.835,1.235,0.1464,0.7681,NS,10
GOBP_QUINONE_METABOLIC_PROCESS,Quinone Metabolic Process,GO:BP,1.842,1.215,0.1418,0.7768,NS,11
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Purine Nucleoside Monophosphate Biosynthet...,GO:BP,-1.284,-1.764,0.5759,0.2463,NS,12
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Regulation Of Intracellular Protein Transport,GO:BP,-1.275,-1.759,0.5491,0.2463,NS,29
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,Alcohol Biosynthetic Process,GO:BP,-1.367,-1.662,0.4653,0.2679,NS,28
GOBP_REGULATION_OF_TUBE_SIZE,Regulation Of Tube Size,GO:BP,-1.541,-1.472,0.3825,0.5141,NS,19
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,Mitochondrial RNA Metabolic Process,GO:BP,1.21,1.801,0.628,0.2463,NS,15
GOBP_CELLULAR_RESPONSE_TO_UV,Cellular Response To Uv,GO:BP,-1.263,-1.746,0.5819,0.2578,NS,12
GOBP_CILIUM_ORGANIZATION,Cilium Organization,GO:BP,-1.361,1.645,0.4682,0.2812,NS,28
GOBP_MITOCHONDRIAL_TRANSLATION,Mitochondrial Translation,GO:BP,-1.108,1.898,0.6932,0.08514,NS,35
GOBP_CALCIUM_MEDIATED_SIGNALING,Calcium Mediated Signaling,GO:BP,-1.49,-1.509,0.3696,0.3761,NS,38
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Vascular Process In Circulatory System,GO:BP,-1.243,-1.753,0.5759,0.2463,NS,31
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,Dicarboxylic Acid Metabolic Process,GO:BP,1.496,1.498,0.3684,0.3951,NS,38
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Ribonucleoside Monophosphate Biosynthetic ...,GO:BP,-1.371,-1.621,0.4988,0.334,NS,14
GOBP_MUSCLE_ORGAN_MORPHOGENESIS,Muscle Organ Morphogenesis,GO:BP,-1.49,-1.5,0.4169,0.5147,NS,12
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,Regulation Of Muscle System Process,GO:BP,-1.462,-1.527,0.3344,0.2757,NS,63
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY,Regulation Of Transferase Activity,GO:BP,-1.382,-1.604,0.4169,0.2578,NS,44
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,Polysaccharide Biosynthetic Process,GO:BP,1.118,1.839,0.7084,0.2463,NS,14
GOBP_CRISTAE_FORMATION,Cristae Formation,GO:BP,1.796,1.159,0.1575,0.8265,NS,11
HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Hallmark,1.61,1.334,0.1464,0.5189,NS,87
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Establishment Of Protein Localization To M...,GO:BP,1.152,1.786,0.6291,0.1937,NS,46
GOBP_REGULATION_OF_HEMOPOIESIS,Regulation Of Hemopoiesis,GO:BP,-1.478,-1.459,0.3825,0.4702,NS,32
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Regulation Of G Protein Coupled Receptor S...,GO:BP,1.42,-1.513,0.4678,0.4637,NS,16
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,Regulation Of Muscle Contraction,GO:BP,-1.367,-1.561,0.428,0.2757,NS,49
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,Actin Myosin Filament Sliding,GO:BP,-1.486,-1.428,0.4149,0.5555,NS,13
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,Cellular Response To Peptide Hormone Stimulus,GO:BP,-1.802,1.107,0.06738,0.8275,NS,56
GOBP_GLAND_MORPHOGENESIS,Gland Morphogenesis,GO:BP,-1.861,1.044,0.1219,0.861,NS,10
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Monophosphate Biosynthetic Process,GO:BP,-1.221,-1.679,0.6203,0.2805,NS,15
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE,Protein Transmembrane Import Into Intracel...,GO:BP,1.268,1.631,0.5819,0.334,NS,14
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,Cardiac Muscle Tissue Morphogenesis,GO:BP,-1.47,-1.427,0.4564,0.5662,NS,10
GOBP_SPINDLE_ASSEMBLY,Spindle Assembly,GO:BP,-1.529,1.355,0.3825,0.5937,NS,23
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,Regulation Of Cholesterol Metabolic Process,GO:BP,-1.557,-1.326,0.3974,0.6676,NS,10
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,Regulation Of Mitochondrial Membrane Perme...,GO:BP,1.815,-1.058,0.1464,0.854,NS,12
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,2 Oxoglutarate Metabolic Process,GO:BP,1.477,1.395,0.4564,0.6106,NS,10
HALLMARK_DNA_REPAIR,DNA Repair,Hallmark,-1.3,-1.569,0.5321,0.3761,NS,24
GOBP_GOLGI_ORGANIZATION,Golgi Organization,GO:BP,-1.589,-1.261,0.3167,0.6925,NS,26
GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,Regulation Of Amyloid Precursor Protein Ca...,GO:BP,-1.273,-1.566,0.5819,0.4553,NS,10
GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,Regulation Of Amide Metabolic Process,GO:BP,-1.644,-1.194,0.3035,0.7768,NS,15
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,Respiratory Chain Complex Iv Assembly,GO:BP,1.751,1.085,0.2422,0.8431,NS,10
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Calcium Ion Transmembrane Transport,GO:BP,-1.158,-1.671,0.6256,0.2214,NS,59
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Cellular Response To Insulin Stimulus,GO:BP,-1.493,1.335,0.356,0.5729,NS,39
GOBP_GMP_METABOLIC_PROCESS,Gmp Metabolic Process,GO:BP,-1.114,-1.713,0.7169,0.2805,NS,11
GOBP_TISSUE_MIGRATION,Tissue Migration,GO:BP,-1.223,1.602,0.6256,0.3761,NS,11
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,Amyloid Beta Metabolic Process,GO:BP,-1.419,-1.405,0.4653,0.578,NS,12
GOBP_GASTRULATION,Gastrulation,GO:BP,-1.729,-1.094,0.2115,0.843,NS,17
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,Regulation Of Intracellular Transport,GO:BP,-1.754,-1.059,0.1161,0.843,NS,55
GOBP_IMPORT_INTO_THE_MITOCHONDRION,Import Into The Mitochondrion,GO:BP,1.489,1.323,0.4078,0.6665,NS,19
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,Organophosphate Ester Transport,GO:BP,1.64,-1.169,0.2954,0.7901,NS,17
GOBP_SKELETAL_MUSCLE_CONTRACTION,Skeletal Muscle Contraction,GO:BP,-1.879,-0.923,0.08742,0.926,NS,26
GOBP_AUTOPHAGOSOME_ORGANIZATION,Autophagosome Organization,GO:BP,-1.04,-1.759,0.7685,0.2463,NS,20
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION,Regulation Of Mitochondrial Gene Expression,GO:BP,1.144,1.651,0.6932,0.334,NS,11
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,Regulation Of Alcohol Biosynthetic Process,GO:BP,-1.428,-1.358,0.4682,0.6399,NS,10
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,Cytokine Production Involved In Immune Res...,GO:BP,-1.146,1.638,0.6788,0.334,NS,12
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS,Polysaccharide Metabolic Process,GO:BP,1.018,1.764,0.776,0.2463,NS,30
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Calcium Ion Transme...,GO:BP,-1.009,-1.772,0.785,0.2463,NS,17
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,Peptidyl Amino Acid Modification,GO:BP,-1.127,-1.653,0.6741,0.2578,NS,39
GOBP_SMOOTH_MUSCLE_CONTRACTION,Smooth Muscle Contraction,GO:BP,-1.323,-1.452,0.5508,0.5483,NS,11
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Positive Regulation Of Phosphatidylinosito...,GO:BP,-1.502,-1.271,0.4042,0.7094,NS,18
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Myeloid Leukocyte Differentiation,GO:BP,-1.326,-1.446,0.5276,0.5203,NS,18
GOBP_MUSCLE_SYSTEM_PROCESS,Muscle System Process,GO:BP,-1.566,-1.203,0.1161,0.6284,NS,129
GOBP_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,GO:BP,-1.483,-1.286,0.2738,0.5662,NS,69
GOBP_ENDOSOMAL_TRANSPORT,Endosomal Transport,GO:BP,-1.505,1.26,0.2986,0.6453,NS,54
GOBP_MUSCLE_CONTRACTION,Muscle Contraction,GO:BP,-1.51,-1.254,0.1484,0.5662,NS,111
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,Monocarboxylic Acid Catabolic Process,GO:BP,1.411,1.351,0.4042,0.5483,NS,46
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Extrinsic Apoptotic Signalin...,GO:BP,-1.474,-1.284,0.4042,0.6665,NS,25
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,Retrograde Vesicle Mediated Transport Golg...,GO:BP,1.441,1.315,0.4653,0.6939,NS,11
GOBP_MUSCLE_CELL_PROLIFERATION,Muscle Cell Proliferation,GO:BP,-1.345,-1.399,0.4819,0.5413,NS,26
GOBP_CALCIUM_ION_TRANSPORT,Calcium Ion Transport,GO:BP,-1.163,-1.578,0.6125,0.2463,NS,74
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Mitotic Sister Chromatid Segregation,GO:BP,-1.356,1.384,0.4735,0.5483,NS,26
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Ribonucleoside Monophosphate Metabolic Pro...,GO:BP,-1.09,-1.649,0.719,0.2812,NS,22
GOBP_MESENCHYME_DEVELOPMENT,Mesenchyme Development,GO:BP,-1.782,-0.952,0.1575,0.9237,NS,18
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,Mitochondrial Electron Transport Cytochrom...,GO:BP,1.657,1.077,0.3357,0.8431,NS,12
GOBP_ACUTE_INFLAMMATORY_RESPONSE,Acute Inflammatory Response,GO:BP,-1.222,-1.512,0.6256,0.4768,NS,13
GOBP_ERAD_PATHWAY,Erad Pathway,GO:BP,-1.18,-1.549,0.6343,0.3921,NS,19
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,Positive Regulation Of Cytokine Production...,GO:BP,-1.184,1.539,0.6413,0.4768,NS,11
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Purine Nucleoside Monophosphate Metabolic ...,GO:BP,-1,-1.719,0.7881,0.2578,NS,21
GOBP_RESPONSE_TO_ETHANOL,Response To Ethanol,GO:BP,1.288,-1.43,0.5508,0.5203,NS,23
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,Negative Regulation Of Smooth Muscle Cell ...,GO:BP,-1.004,-1.713,0.7881,0.2812,NS,10
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cytoplasmic Pattern Recognition Receptor S...,GO:BP,-1.43,-1.284,0.4042,0.6453,NS,30
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,Regulation Of Calcium Ion Transport,GO:BP,-1.195,-1.518,0.5819,0.2812,NS,53
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Positive Regulation Of Pattern Recognition...,GO:BP,-1.627,-1.084,0.3274,0.8431,NS,15
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,Regulation Of Membrane Repolarization,GO:BP,-1.5,-1.211,0.4271,0.7768,NS,10
GOBP_SPINDLE_ORGANIZATION,Spindle Organization,GO:BP,-1.246,1.461,0.5566,0.4622,NS,41
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Positive Regulation Of Cell Substrate Junc...,GO:BP,-1.217,1.489,0.6256,0.5203,NS,10
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,Negative Regulation Of Cell Cycle,GO:BP,-1.01,-1.696,0.785,0.2757,NS,22
HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,Hallmark,-1.453,1.249,0.3957,0.6853,NS,34
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,Positive Regulation Of Wnt Signaling Pathway,GO:BP,1.343,1.356,0.5321,0.6375,NS,14
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,Positive Regulation Of Protein Secretion,GO:BP,-1.486,1.212,0.3879,0.7268,NS,27
GOBP_REGULATION_OF_BLOOD_CIRCULATION,Regulation Of Blood Circulation,GO:BP,-1.372,-1.324,0.4169,0.5483,NS,51
GOBP_RESPONSE_TO_INSULIN,Response To Insulin,GO:BP,-1.468,1.228,0.3517,0.6964,NS,50
GOBP_REGULATION_OF_NEUROGENESIS,Regulation Of Neurogenesis,GO:BP,-1.466,1.226,0.3825,0.7143,NS,39
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Calcium Ion Transmembrane Tr...,GO:BP,-1.191,-1.501,0.6062,0.3677,NS,43
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Reactive Oxygen Species Pathway,Hallmark,1.087,-1.605,0.7213,0.3221,NS,23
GOBP_LEARNING,Learning,GO:BP,1.501,1.19,0.4149,0.7772,NS,15
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING,Positive Regulation Of Torc1 Signaling,GO:BP,-1.542,1.143,0.4037,0.8324,NS,11
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION,Protein Targeting To Mitochondrion,GO:BP,1.419,1.266,0.4042,0.6665,NS,41
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Negative Regulation Of Catalytic Activity,GO:BP,-1.032,-1.649,0.7726,0.2578,NS,38
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,Response To Peptide Hormone,GO:BP,-1.552,1.127,0.1722,0.7772,NS,76
GOBP_ENDOCYTIC_RECYCLING,Endocytic Recycling,GO:BP,-1.214,1.465,0.6256,0.5203,NS,15
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Positive Regulation Of Protein Containing ...,GO:BP,-1.734,-0.945,0.1161,0.9245,NS,44
GOBP_VASCULAR_TRANSPORT,Vascular Transport,GO:BP,1.147,-1.531,0.6932,0.4887,NS,10
HALLMARK_IL2_STAT5_SIGNALING,IL2 Stat5 Signaling,Hallmark,-1.809,-0.869,0.1365,0.9571,NS,23
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,Thioester Biosynthetic Process,GO:BP,1.512,1.157,0.3852,0.7962,NS,22
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,Positive Regulation Of Inflammatory Response,GO:BP,-1.053,-1.616,0.7589,0.334,NS,15
GOBP_KETONE_BIOSYNTHETIC_PROCESS,Ketone Biosynthetic Process,GO:BP,1.577,1.087,0.3696,0.843,NS,16
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,Positive Regulation Of Transferase Activity,GO:BP,-1.551,-1.113,0.3696,0.8347,NS,19
GOBP_REGULATION_OF_KINASE_ACTIVITY,Regulation Of Kinase Activity,GO:BP,-1.251,-1.413,0.5636,0.5141,NS,34
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,Organic Acid Catabolic Process,GO:BP,1.668,0.994,0.07959,0.8957,NS,85
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Regulation Of Endothelial Cell Migration,GO:BP,1.232,1.429,0.5819,0.5203,NS,24
GOBP_ACETYL_COA_METABOLIC_PROCESS,Acetyl Coa Metabolic Process,GO:BP,1.522,1.137,0.4042,0.8324,NS,15
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Monoatomic Ion Transmembrane...,GO:BP,-1.202,-1.457,0.5759,0.334,NS,67
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,Positive Regulation Of Transporter Activity,GO:BP,-0.966,-1.693,0.814,0.2805,NS,13
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,Regulation Of Potassium Ion Transport,GO:BP,-1.586,1.072,0.356,0.8431,NS,16
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Nucleoside Monophosphate Metabolic Process,GO:BP,-0.976,-1.679,0.8051,0.2805,NS,24
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,Mesenchymal Cell Differentiation,GO:BP,-1.694,-0.961,0.2449,0.9237,NS,17
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Positive Regulation Of Canonical Wnt Signa...,GO:BP,1.411,1.239,0.4819,0.7576,NS,11
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,Protein Transmembrane Transport,GO:BP,1.245,1.405,0.5819,0.5662,NS,18
GOBP_RESPONSE_TO_CAMP,Response To Camp,GO:BP,1.536,1.112,0.4037,0.843,NS,12
GOBP_RESPONSE_TO_OXYGEN_RADICAL,Response To Oxygen Radical,GO:BP,-1.151,-1.497,0.6788,0.5189,NS,11
GOBP_SISTER_CHROMATID_SEGREGATION,Sister Chromatid Segregation,GO:BP,-1.459,1.188,0.4037,0.7576,NS,28
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,Cytoskeleton Dependent Intracellular Trans...,GO:BP,-1.51,1.129,0.356,0.8039,NS,33
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,Cell Cell Junction Assembly,GO:BP,1.192,1.447,0.628,0.5203,NS,19
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS,Glucan Biosynthetic Process,GO:BP,0.865,1.773,0.8854,0.2463,NS,12
GOBP_CARDIAC_CONDUCTION,Cardiac Conduction,GO:BP,-1.395,-1.242,0.4653,0.7149,NS,23
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Fatty Acid Catabolic Process,GO:BP,1.365,1.271,0.4652,0.6665,NS,38
GOBP_TORC1_SIGNALING,Torc1 Signaling,GO:BP,-1.613,1.02,0.3035,0.8766,NS,24
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Regulation Of Monoatomic Ion Transport,GO:BP,-1.236,-1.396,0.5016,0.3761,NS,86
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,Positive Regulation Of Membrane Permeability,GO:BP,1.731,0.897,0.2449,0.929,NS,11
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,Positive Regulation Of Mitochondrial Membr...,GO:BP,1.731,0.897,0.2449,0.929,NS,11
GOBP_DEVELOPMENTAL_CELL_GROWTH,Developmental Cell Growth,GO:BP,-1.771,0.856,0.1464,0.9601,NS,25
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,Stress Activated Protein Kinase Signaling ...,GO:BP,-1.402,-1.225,0.4682,0.7681,NS,12
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,Vesicle Mediated Transport To The Plasma M...,GO:BP,-1.373,1.251,0.4653,0.692,NS,26
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,NADH Dehydrogenase Complex Assembly,GO:BP,1.927,-0.696,0.07059,0.997,NS,22
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING,Positive Regulation Of Tor Signaling,GO:BP,-1.496,1.121,0.4149,0.843,NS,12
GOBP_HEART_PROCESS,Heart Process,GO:BP,-1.332,-1.285,0.4535,0.5729,NS,63
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Cell Activation Involved In Immune Response,GO:BP,-1.277,1.34,0.5636,0.6284,NS,21
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,Regulation Of Myeloid Cell Differentiation,GO:BP,-1.18,-1.437,0.6343,0.5244,NS,19
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,Cellular Response To Oxygen Radical,GO:BP,-1.267,-1.347,0.5819,0.6665,NS,10
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,Negative Regulation Of Cell Growth,GO:BP,-1.388,1.223,0.4819,0.7681,NS,14
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,Cellular Response To Alcohol,GO:BP,1.38,1.231,0.4988,0.7576,NS,14
GOBP_POLYOL_BIOSYNTHETIC_PROCESS,Polyol Biosynthetic Process,GO:BP,-1.018,-1.59,0.7802,0.3761,NS,13
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,Ameboidal Type Cell Migration,GO:BP,-1.23,1.378,0.5762,0.5483,NS,33
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,Defense Response To Bacterium,GO:BP,-1.319,-1.287,0.4949,0.6381,NS,32
GOBP_GLUTATHIONE_METABOLIC_PROCESS,Glutathione Metabolic Process,GO:BP,-1.196,-1.406,0.6256,0.5483,NS,22
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,Protein Localization To Extracellular Region,GO:BP,-1.318,1.283,0.4653,0.6284,NS,52
GOBP_SPROUTING_ANGIOGENESIS,Sprouting Angiogenesis,GO:BP,-1.294,1.306,0.564,0.6927,NS,14
GOBP_REGULATION_OF_HEART_CONTRACTION,Regulation Of Heart Contraction,GO:BP,-1.296,-1.302,0.4859,0.5856,NS,46
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Potassium Ion Transmembrane ...,GO:BP,-1.564,1.032,0.3825,0.8732,NS,13
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,Chaperone Mediated Protein Complex Assembly,GO:BP,1.528,1.068,0.4042,0.8474,NS,11
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Microtubule Polymerization Or Depolymeriza...,GO:BP,-1.67,-0.923,0.2449,0.926,NS,23
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS,Fatty Acyl Coa Metabolic Process,GO:BP,1.34,1.253,0.5508,0.7548,NS,10
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX,Protein Import Into Mitochondrial Matrix,GO:BP,1.162,1.428,0.6788,0.5662,NS,11
